BUKRS,BELNR,GJAHR,BLDAT,BUDAT,BLART,WAERK,USNAM,XBLNR,BKTXT
2000,0000002879,2022,20220412,20210120,KR,USD,USER001,REF24611,Salary posting
1000,0000002880,2020,20240412,20230712,SA,COP,USER029,REF80386,Invoice payment
1000,0000002881,2022,20211028,20230822,ZP,EUR,USER003,REF14766,Invoice payment
1000,0000002882,2023,20241019,20231029,KR,EUR,USER009,REF18613,Salary posting
1000,0000002883,2022,20220806,20230918,KR,COP,USER028,REF13469,Vendor payment
2000,0000002884,2021,20230320,20231118,RE,COP,USER049,REF62166,Vendor payment
3000,0000002885,2020,20221009,20201202,RE,COP,USER008,REF35967,Asset acquisition
3000,0000002886,2022,20211219,20231223,KR,EUR,USER050,REF61218,Expense report
3000,0000002887,2020,20230515,20230813,KR,EUR,USER047,REF92728,Asset acquisition
1000,0000002888,2022,20200918,20240112,SA,EUR,USER023,REF96412,Customer receipt
1000,0000002889,2021,20201030,20201212,KR,EUR,USER045,REF68024,Expense report
3000,0000002890,2024,20210124,20221205,ZP,EUR,USER012,REF10186,Salary posting
2000,0000002891,2023,20231116,20231121,KR,USD,USER015,REF26934,Expense report
2000,0000002892,2023,20200627,20221104,SA,COP,USER031,REF62048,Invoice payment
1000,0000002893,2024,20220729,20200403,ZP,COP,USER025,REF89578,Asset acquisition
1000,0000002894,2024,20240710,20201120,KR,USD,USER003,REF22932,Invoice payment
2000,0000002895,2020,20201115,20220322,RE,USD,USER042,REF82564,Expense report
3000,0000002896,2024,20230718,20210109,RE,USD,USER043,REF92610,Asset acquisition
3000,0000002897,2022,20221229,20241026,SA,USD,USER031,REF36254,Salary posting
2000,0000002898,2022,20200925,20201024,KR,COP,USER045,REF30023,Expense report
1000,0000002899,2024,20200204,20230723,RE,EUR,USER019,REF43260,Expense report
2000,0000002900,2024,20231004,20241023,ZP,COP,USER046,REF97163,Customer receipt
3000,0000002901,2021,20201231,20240212,SA,USD,USER004,REF59417,Expense report
3000,0000002902,2022,20210308,20220131,RE,USD,USER016,REF93287,Customer receipt
2000,0000002903,2021,20200516,20241017,RE,EUR,USER004,REF45593,Asset acquisition
3000,0000002904,2023,20210718,20200802,KR,COP,USER032,REF97687,Salary posting
1000,0000002905,2024,20210916,20240430,RE,EUR,USER036,REF52461,Expense report
1000,0000002906,2020,20210326,20240505,AB,COP,USER026,REF96651,Invoice payment
3000,0000002907,2022,20230921,20220328,KR,EUR,USER047,REF72066,Customer receipt
2000,0000002908,2023,20200509,20211004,SA,USD,USER003,REF57386,Salary posting
2000,0000002909,2024,20200528,20240624,KR,EUR,USER043,REF18820,Salary posting
1000,0000002910,2023,20240115,20210702,RE,COP,USER037,REF98241,Salary posting
2000,0000002911,2023,20210710,20200204,ZP,EUR,USER006,REF85527,Customer receipt
2000,0000002912,2024,20210309,20230425,SA,USD,USER036,REF75097,Salary posting
1000,0000002913,2020,20220904,20240703,RE,COP,USER002,REF43242,Expense report
2000,0000002914,2021,20230927,20200131,RE,EUR,USER042,REF75028,Invoice payment
1000,0000002915,2020,20201102,20210921,RE,COP,USER037,REF41935,Customer receipt
2000,0000002916,2024,20220406,20220805,ZP,EUR,USER042,REF69494,Asset acquisition
1000,0000002917,2024,20221207,20220829,KR,COP,USER011,REF65884,Asset acquisition
2000,0000002918,2021,20200612,20240622,ZP,COP,USER009,REF67389,Customer receipt
2000,0000002919,2020,20220731,20211125,ZP,EUR,USER035,REF91479,Asset acquisition
3000,0000002920,2024,20220510,20211222,KR,EUR,USER014,REF92701,Customer receipt
3000,0000002921,2022,20210219,20200824,ZP,COP,USER041,REF60099,Salary posting
2000,0000002922,2021,20200304,20221115,ZP,EUR,USER022,REF33814,Expense report
1000,0000002923,2021,20200403,20201120,RE,EUR,USER005,REF56133,Invoice payment
2000,0000002924,2023,20240711,20220213,SA,USD,USER037,REF93897,Asset acquisition
2000,0000002925,2023,20200115,20231227,RE,COP,USER009,REF65163,Vendor payment
2000,0000002926,2023,20210919,20210925,ZP,EUR,USER049,REF67050,Asset acquisition
2000,0000002927,2022,20230318,20220706,ZP,USD,USER020,REF21668,Asset acquisition
1000,0000002928,2023,20241228,20211212,AB,EUR,USER003,REF43676,Salary posting
1000,0000002929,2020,20220412,20210515,SA,USD,USER045,REF38913,Asset acquisition
1000,0000002930,2020,20230420,20240222,AB,USD,USER037,REF65918,Vendor payment
1000,0000002931,2023,20220622,20200610,RE,EUR,USER037,REF95206,Salary posting
1000,0000002932,2024,20231126,20220217,KR,USD,USER014,REF16494,Customer receipt
2000,0000002933,2024,20220812,20240112,RE,COP,USER024,REF55844,Invoice payment
1000,0000002934,2024,20201125,20220805,AB,EUR,USER014,REF65910,Salary posting
1000,0000002935,2020,20241013,20211005,ZP,USD,USER034,REF91364,Vendor payment
3000,0000002936,2022,20230606,20220316,SA,USD,USER027,REF96174,Asset acquisition
1000,0000002937,2022,20211107,20240323,SA,USD,USER048,REF39020,Salary posting
3000,0000002938,2022,20240527,20200529,SA,EUR,USER008,REF61841,Vendor payment
3000,0000002939,2024,20210515,20240322,ZP,COP,USER046,REF43879,Salary posting
3000,0000002940,2023,20210806,20210408,ZP,USD,USER027,REF44576,Invoice payment
3000,0000002941,2024,20201216,20201026,KR,COP,USER038,REF53016,Vendor payment
2000,0000002942,2021,20230524,20240120,AB,EUR,USER014,REF85447,Customer receipt
3000,0000002943,2024,20230408,20241023,SA,COP,USER016,REF30669,Invoice payment
1000,0000002944,2024,20220701,20200921,RE,EUR,USER012,REF25092,Asset acquisition
1000,0000002945,2023,20211031,20210909,ZP,USD,USER013,REF47626,Customer receipt
3000,0000002946,2023,20220128,20211120,AB,EUR,USER009,REF26470,Invoice payment
1000,0000002947,2020,20200328,20210910,SA,EUR,USER028,REF49896,Asset acquisition
1000,0000002948,2021,20240121,20230605,KR,EUR,USER004,REF13589,Expense report
3000,0000002949,2022,20200806,20201006,RE,COP,USER047,REF70485,Salary posting
2000,0000002950,2022,20221218,20231218,ZP,USD,USER013,REF53354,Vendor payment
2000,0000002951,2023,20200105,20230211,AB,COP,USER037,REF89886,Expense report
1000,0000002952,2022,20231216,20220108,ZP,USD,USER013,REF43996,Customer receipt
2000,0000002953,2023,20220305,20210329,RE,COP,USER015,REF81046,Vendor payment
2000,0000002954,2020,20241217,20210223,SA,COP,USER013,REF63398,Expense report
3000,0000002955,2021,20200309,20241023,KR,COP,USER020,REF69967,Salary posting
1000,0000002956,2022,20220412,20210301,RE,COP,USER020,REF40407,Customer receipt
2000,0000002957,2024,20220501,20221030,AB,EUR,USER002,REF14282,Vendor payment
3000,0000002958,2022,20231226,20231220,KR,EUR,USER018,REF59994,Vendor payment
1000,0000002959,2021,20241219,20240706,RE,EUR,USER043,REF73870,Asset acquisition
2000,0000002960,2020,20220811,20210623,KR,COP,USER020,REF37241,Salary posting
1000,0000002961,2021,20210412,20230103,SA,COP,USER011,REF31231,Vendor payment
3000,0000002962,2022,20220514,20220311,SA,COP,USER029,REF54141,Customer receipt
1000,0000002963,2021,20210215,20200930,ZP,COP,USER040,REF40641,Invoice payment
1000,0000002964,2020,20201002,20211107,AB,EUR,USER007,REF38249,Expense report
1000,0000002965,2021,20200214,20210325,KR,USD,USER027,REF71400,Asset acquisition
1000,0000002966,2020,20231004,20220526,AB,USD,USER001,REF67349,Asset acquisition
1000,0000002967,2023,20230602,20230603,SA,USD,USER016,REF17427,Expense report
2000,0000002968,2022,20210307,20200424,RE,COP,USER015,REF86247,Vendor payment
2000,0000002969,2023,20201215,20210426,RE,COP,USER018,REF27276,Invoice payment
1000,0000002970,2024,20210829,20220727,RE,EUR,USER048,REF12147,Invoice payment
2000,0000002971,2021,20201130,20230917,KR,USD,USER004,REF58929,Invoice payment
2000,0000002972,2023,20240829,20210614,ZP,USD,USER047,REF23315,Asset acquisition
3000,0000002973,2023,20211019,20240816,SA,USD,USER007,REF91565,Vendor payment
1000,0000002974,2022,20200412,20220302,SA,EUR,USER035,REF39804,Vendor payment
2000,0000002975,2021,20240603,20231019,AB,EUR,USER010,REF54496,Vendor payment
1000,0000002976,2021,20201114,20211010,ZP,COP,USER038,REF54989,Asset acquisition
2000,0000002977,2024,20210731,20231230,SA,EUR,USER047,REF29324,Expense report
2000,0000002978,2021,20230708,20210119,AB,EUR,USER050,REF20001,Expense report
1000,0000002979,2021,20200622,20200625,RE,COP,USER034,REF70016,Vendor payment
1000,0000002980,2021,20231128,20211210,ZP,USD,USER048,REF90503,Invoice payment
3000,0000002981,2020,20220719,20241017,RE,USD,USER019,REF14725,Customer receipt
1000,0000002982,2024,20201105,20211222,RE,EUR,USER040,REF90904,Salary posting
3000,0000002983,2022,20201230,20230510,SA,EUR,USER049,REF24338,Asset acquisition
1000,0000002984,2021,20201225,20201018,AB,USD,USER048,REF43361,Expense report
1000,0000002985,2024,20220719,20210107,KR,COP,USER024,REF47914,Expense report
1000,0000002986,2020,20220208,20201226,AB,EUR,USER021,REF99797,Salary posting
3000,0000002987,2023,20241006,20210128,KR,EUR,USER048,REF10197,Customer receipt
3000,0000002988,2021,20210218,20210816,SA,USD,USER029,REF12427,Salary posting
3000,0000002989,2024,20221019,20221107,ZP,EUR,USER022,REF11539,Salary posting
2000,0000002990,2020,20240705,20201206,RE,USD,USER040,REF99537,Asset acquisition
3000,0000002991,2022,20200526,20230607,SA,COP,USER044,REF68745,Asset acquisition
2000,0000002992,2024,20231208,20210107,AB,USD,USER041,REF96236,Expense report
1000,0000002993,2024,20240226,20211010,AB,COP,USER018,REF34246,Asset acquisition
2000,0000002994,2023,20211015,20240615,KR,COP,USER023,REF84349,Expense report
1000,0000002995,2023,20200613,20241219,AB,USD,USER035,REF20972,Expense report
3000,0000002996,2021,20200226,20230901,SA,EUR,USER047,REF30665,Expense report
3000,0000002997,2022,20200827,20200526,SA,USD,USER014,REF15510,Expense report
3000,0000002998,2022,20211008,20240331,ZP,USD,USER015,REF67133,Expense report
2000,0000002999,2021,20230815,20220416,KR,EUR,USER047,REF48883,Customer receipt
1000,0000003000,2020,20220602,20220211,RE,USD,USER043,REF43975,Vendor payment
3000,0000003001,2020,20230816,20231001,ZP,USD,USER007,REF35497,Expense report
3000,0000003002,2020,20210401,20230902,ZP,COP,USER003,REF45731,Vendor payment
3000,0000003003,2021,20231213,20241018,KR,COP,USER042,REF20971,Expense report
1000,0000003004,2020,20240824,20201220,RE,USD,USER048,REF48806,Vendor payment
3000,0000003005,2020,20231227,20220201,ZP,COP,USER028,REF81229,Asset acquisition
3000,0000003006,2023,20220402,20210902,RE,COP,USER049,REF86395,Invoice payment
3000,0000003007,2022,20210620,20230213,ZP,COP,USER025,REF50541,Salary posting
1000,0000003008,2020,20200328,20240615,AB,COP,USER037,REF75860,Asset acquisition
2000,0000003009,2024,20220910,20210515,SA,EUR,USER021,REF60818,Customer receipt
2000,0000003010,2022,20241117,20220328,SA,EUR,USER008,REF88091,Asset acquisition
3000,0000003011,2021,20210321,20210829,KR,COP,USER040,REF28469,Customer receipt
2000,0000003012,2021,20210101,20200602,KR,COP,USER002,REF50060,Customer receipt
1000,0000003013,2020,20210805,20201130,ZP,USD,USER035,REF38437,Invoice payment
2000,0000003014,2023,20221112,20241207,ZP,EUR,USER008,REF21802,Asset acquisition
3000,0000003015,2023,20201110,20240817,AB,EUR,USER040,REF87864,Vendor payment
2000,0000003016,2024,20231115,20221214,RE,EUR,USER011,REF77330,Customer receipt
1000,0000003017,2020,20240215,20230130,RE,COP,USER015,REF66621,Asset acquisition
2000,0000003018,2020,20240219,20231110,KR,EUR,USER001,REF18177,Invoice payment
2000,0000003019,2021,20240311,20201126,ZP,USD,USER013,REF81299,Asset acquisition
1000,0000003020,2020,20200108,20211020,RE,USD,USER012,REF45409,Expense report
3000,0000003021,2021,20230131,20231224,RE,USD,USER036,REF31212,Asset acquisition
3000,0000003022,2021,20230913,20240513,ZP,EUR,USER004,REF17817,Asset acquisition
2000,0000003023,2024,20231129,20220604,KR,USD,USER049,REF67166,Expense report
1000,0000003024,2021,20240924,20230212,KR,EUR,USER040,REF60510,Customer receipt
1000,0000003025,2021,20240726,20220917,AB,EUR,USER006,REF76277,Salary posting
3000,0000003026,2020,20241213,20230716,ZP,USD,USER012,REF62120,Asset acquisition
1000,0000003027,2021,20220607,20230204,SA,COP,USER001,REF19749,Expense report
1000,0000003028,2024,20240608,20201117,KR,COP,USER046,REF89793,Expense report
1000,0000003029,2024,20241005,20221106,KR,USD,USER012,REF70435,Customer receipt
3000,0000003030,2020,20221218,20220903,SA,EUR,USER049,REF12593,Asset acquisition
2000,0000003031,2023,20220228,20200713,RE,USD,USER049,REF92463,Customer receipt
2000,0000003032,2024,20201208,20200113,ZP,EUR,USER007,REF95745,Salary posting
1000,0000003033,2020,20230626,20200917,AB,EUR,USER029,REF63706,Invoice payment
2000,0000003034,2024,20231123,20200814,SA,EUR,USER027,REF85963,Vendor payment
3000,0000003035,2021,20230113,20231119,SA,USD,USER043,REF75205,Expense report
3000,0000003036,2020,20240106,20240810,KR,EUR,USER026,REF59397,Salary posting
3000,0000003037,2023,20221229,20220226,KR,EUR,USER023,REF85333,Invoice payment
1000,0000003038,2022,20220706,20210222,SA,EUR,USER033,REF87748,Vendor payment
1000,0000003039,2022,20211029,20210402,ZP,USD,USER043,REF67036,Customer receipt
3000,0000003040,2020,20240413,20220629,SA,COP,USER038,REF89669,Invoice payment
2000,0000003041,2022,20230708,20220831,KR,EUR,USER027,REF65450,Vendor payment
2000,0000003042,2020,20240414,20220615,ZP,EUR,USER026,REF73495,Invoice payment
3000,0000003043,2020,20230207,20240520,ZP,USD,USER020,REF99915,Customer receipt
2000,0000003044,2022,20230219,20211221,ZP,EUR,USER019,REF63166,Salary posting
1000,0000003045,2024,20210131,20240701,ZP,EUR,USER020,REF24751,Asset acquisition
2000,0000003046,2021,20210814,20240914,AB,EUR,USER041,REF55005,Expense report
2000,0000003047,2024,20230103,20240713,ZP,COP,USER025,REF48399,Vendor payment
3000,0000003048,2020,20210627,20210816,SA,COP,USER039,REF31845,Customer receipt
3000,0000003049,2024,20240709,20220318,RE,USD,USER011,REF25501,Invoice payment
1000,0000003050,2023,20201012,20220728,RE,USD,USER026,REF47994,Vendor payment
3000,0000003051,2020,20200207,20240916,ZP,COP,USER018,REF80076,Salary posting
2000,0000003052,2024,20200801,20240426,KR,COP,USER036,REF80729,Vendor payment
3000,0000003053,2021,20241126,20230925,RE,USD,USER031,REF49992,Customer receipt
3000,0000003054,2024,20210430,20230621,ZP,EUR,USER031,REF44329,Customer receipt
1000,0000003055,2024,20211212,20220501,KR,COP,USER010,REF68599,Salary posting
1000,0000003056,2020,20200102,20210311,RE,EUR,USER023,REF61167,Customer receipt
2000,0000003057,2020,20230427,20241224,ZP,USD,USER042,REF36647,Invoice payment
2000,0000003058,2023,20210822,20200717,ZP,USD,USER050,REF84099,Expense report
2000,0000003059,2024,20230923,20240925,SA,USD,USER029,REF84643,Invoice payment
3000,0000003060,2023,20240116,20200209,RE,EUR,USER031,REF31233,Asset acquisition
3000,0000003061,2020,20200304,20200819,KR,USD,USER024,REF26105,Invoice payment
1000,0000003062,2022,20210828,20210912,SA,COP,USER039,REF88027,Invoice payment
2000,0000003063,2023,20210715,20230924,SA,USD,USER036,REF62542,Salary posting
1000,0000003064,2022,20200320,20220212,KR,COP,USER008,REF52415,Salary posting
3000,0000003065,2024,20220612,20241121,AB,COP,USER021,REF65767,Expense report
1000,0000003066,2021,20200912,20230601,RE,USD,USER016,REF38240,Customer receipt
3000,0000003067,2022,20220619,20240612,RE,USD,USER032,REF50278,Asset acquisition
2000,0000003068,2022,20230113,20210813,SA,USD,USER039,REF39207,Vendor payment
2000,0000003069,2022,20201215,20200716,KR,EUR,USER015,REF50965,Invoice payment
2000,0000003070,2020,20201007,20210811,SA,EUR,USER023,REF38594,Invoice payment
1000,0000003071,2024,20200425,20200107,KR,USD,USER009,REF96299,Expense report
1000,0000003072,2020,20240108,20240514,AB,COP,USER050,REF93898,Expense report
3000,0000003073,2023,20221010,20201117,AB,USD,USER035,REF94218,Vendor payment
3000,0000003074,2021,20230618,20211210,ZP,USD,USER046,REF98487,Salary posting
3000,0000003075,2022,20201216,20210105,ZP,EUR,USER020,REF32323,Customer receipt
2000,0000003076,2021,20231230,20241025,SA,COP,USER026,REF25159,Vendor payment
2000,0000003077,2023,20220124,20230613,RE,USD,USER005,REF17174,Salary posting
1000,0000003078,2024,20241010,20230728,RE,USD,USER020,REF88549,Invoice payment
2000,0000003079,2023,20220719,20210921,SA,USD,USER015,REF57988,Customer receipt
1000,0000003080,2022,20240430,20201016,SA,USD,USER034,REF48770,Invoice payment
2000,0000003081,2020,20211230,20230404,SA,EUR,USER037,REF70222,Expense report
2000,0000003082,2022,20241001,20230520,KR,COP,USER022,REF40325,Asset acquisition
3000,0000003083,2024,20200303,20210331,KR,COP,USER034,REF38543,Asset acquisition
1000,0000003084,2020,20231110,20210215,KR,EUR,USER034,REF88757,Expense report
2000,0000003085,2020,20221116,20220829,ZP,EUR,USER012,REF82983,Invoice payment
2000,0000003086,2021,20220909,20230117,AB,COP,USER001,REF47387,Vendor payment
2000,0000003087,2021,20211009,20231102,RE,USD,USER012,REF26020,Asset acquisition
3000,0000003088,2022,20220416,20211031,KR,USD,USER047,REF39678,Asset acquisition
3000,0000003089,2020,20200726,20221114,ZP,COP,USER023,REF65686,Customer receipt
2000,0000003090,2021,20210822,20210725,AB,USD,USER006,REF72808,Asset acquisition
3000,0000003091,2023,20201128,20230428,AB,EUR,USER005,REF50683,Expense report
1000,0000003092,2023,20201006,20230418,ZP,EUR,USER017,REF59292,Customer receipt
2000,0000003093,2022,20211130,20200417,ZP,EUR,USER037,REF86786,Invoice payment
3000,0000003094,2020,20200817,20200408,ZP,EUR,USER036,REF54601,Asset acquisition
1000,0000003095,2024,20200204,20221224,KR,EUR,USER046,REF54614,Expense report
1000,0000003096,2020,20230111,20230502,AB,EUR,USER034,REF48077,Salary posting
1000,0000003097,2022,20220309,20210721,ZP,EUR,USER020,REF91166,Customer receipt
3000,0000003098,2023,20230408,20220129,AB,COP,USER036,REF58619,Asset acquisition
2000,0000003099,2024,20211214,20240324,ZP,COP,USER034,REF24570,Vendor payment
1000,0000003100,2021,20201020,20200526,AB,EUR,USER038,REF70654,Customer receipt
3000,0000003101,2024,20230914,20230918,RE,COP,USER020,REF79313,Vendor payment
1000,0000003102,2024,20241027,20220714,RE,USD,USER001,REF53013,Vendor payment
3000,0000003103,2022,20210621,20211104,RE,USD,USER014,REF65765,Asset acquisition
1000,0000003104,2024,20220312,20221207,RE,COP,USER012,REF38526,Customer receipt
1000,0000003105,2021,20221217,20221026,SA,USD,USER035,REF24952,Invoice payment
3000,0000003106,2021,20230602,20221003,ZP,COP,USER018,REF54113,Vendor payment
1000,0000003107,2020,20240220,20240616,ZP,EUR,USER047,REF85085,Customer receipt
1000,0000003108,2020,20220630,20220816,ZP,COP,USER024,REF51369,Expense report
3000,0000003109,2023,20220516,20230413,KR,COP,USER024,REF21721,Customer receipt
3000,0000003110,2022,20240304,20221030,ZP,COP,USER049,REF70906,Customer receipt
1000,0000003111,2022,20210203,20200916,AB,COP,USER048,REF25930,Invoice payment
3000,0000003112,2021,20240531,20230412,RE,COP,USER016,REF79813,Expense report
3000,0000003113,2023,20210921,20201002,SA,USD,USER008,REF41896,Customer receipt
2000,0000003114,2020,20230321,20200430,ZP,USD,USER035,REF23246,Vendor payment
3000,0000003115,2020,20200328,20210803,SA,COP,USER009,REF49234,Expense report
3000,0000003116,2023,20210227,20220331,RE,USD,USER045,REF79590,Asset acquisition
1000,0000003117,2023,20240331,20220403,KR,USD,USER006,REF38446,Customer receipt
2000,0000003118,2024,20240115,20230512,AB,EUR,USER016,REF37392,Salary posting
1000,0000003119,2024,20200503,20231213,RE,EUR,USER022,REF81375,Salary posting
2000,0000003120,2020,20220121,20230720,SA,USD,USER043,REF42284,Invoice payment
3000,0000003121,2022,20241028,20220301,AB,COP,USER038,REF73877,Vendor payment
1000,0000003122,2022,20211211,20240605,RE,COP,USER025,REF48034,Expense report
2000,0000003123,2024,20200328,20230913,KR,EUR,USER016,REF71805,Asset acquisition
1000,0000003124,2023,20200227,20241017,KR,EUR,USER039,REF65289,Customer receipt
2000,0000003125,2023,20200110,20211203,KR,USD,USER012,REF78319,Invoice payment
2000,0000003126,2022,20210609,20200520,AB,COP,USER003,REF23741,Vendor payment
3000,0000003127,2023,20211024,20230723,KR,USD,USER035,REF93206,Salary posting
2000,0000003128,2022,20200328,20220203,RE,COP,USER013,REF97723,Vendor payment
3000,0000003129,2020,20201004,20221001,KR,COP,USER017,REF28705,Asset acquisition
2000,0000003130,2021,20220514,20201002,ZP,COP,USER017,REF93068,Salary posting
3000,0000003131,2022,20220717,20200825,ZP,EUR,USER015,REF87591,Salary posting
1000,0000003132,2020,20230324,20220423,ZP,COP,USER027,REF74919,Asset acquisition
2000,0000003133,2024,20230707,20231118,RE,EUR,USER012,REF32692,Vendor payment
3000,0000003134,2022,20230610,20221108,AB,USD,USER021,REF55954,Invoice payment
3000,0000003135,2021,20240829,20240829,SA,EUR,USER048,REF69464,Expense report
2000,0000003136,2020,20220717,20210628,KR,COP,USER042,REF65681,Vendor payment
3000,0000003137,2020,20240603,20200804,AB,USD,USER050,REF14602,Expense report
2000,0000003138,2021,20230424,20221028,ZP,COP,USER033,REF74673,Expense report
3000,0000003139,2023,20220626,20230828,SA,EUR,USER015,REF40675,Expense report
2000,0000003140,2022,20240407,20220830,AB,COP,USER017,REF22359,Expense report
3000,0000003141,2020,20230524,20200126,ZP,COP,USER023,REF35297,Vendor payment
3000,0000003142,2023,20200217,20210116,ZP,COP,USER026,REF27464,Salary posting
2000,0000003143,2021,20200321,20210620,RE,EUR,USER011,REF40493,Invoice payment
3000,0000003144,2020,20240123,20230829,SA,USD,USER030,REF27557,Invoice payment
2000,0000003145,2022,20200515,20200210,RE,EUR,USER045,REF74847,Customer receipt
3000,0000003146,2022,20200723,20230303,KR,COP,USER018,REF58658,Expense report
3000,0000003147,2020,20200501,20230626,AB,EUR,USER040,REF50575,Invoice payment
3000,0000003148,2021,20201022,20240317,SA,EUR,USER030,REF13691,Vendor payment
3000,0000003149,2024,20220830,20201105,AB,USD,USER037,REF63329,Expense report
1000,0000003150,2021,20220203,20200609,AB,USD,USER010,REF34316,Salary posting
1000,0000003151,2022,20240831,20241227,KR,COP,USER027,REF23065,Invoice payment
3000,0000003152,2024,20200415,20200313,KR,USD,USER025,REF78922,Asset acquisition
1000,0000003153,2023,20210316,20200412,AB,COP,USER010,REF81585,Asset acquisition
2000,0000003154,2021,20200424,20201106,RE,COP,USER039,REF53938,Expense report
2000,0000003155,2023,20240117,20201004,RE,EUR,USER024,REF35767,Asset acquisition
3000,0000003156,2024,20200304,20200121,SA,USD,USER031,REF89287,Salary posting
1000,0000003157,2020,20200715,20221010,KR,COP,USER022,REF83804,Invoice payment
1000,0000003158,2023,20210318,20230614,AB,COP,USER013,REF14536,Customer receipt
2000,0000003159,2021,20201124,20200710,RE,COP,USER035,REF59895,Vendor payment
1000,0000003160,2024,20220825,20241216,RE,EUR,USER025,REF74961,Expense report
1000,0000003161,2020,20200221,20240705,SA,USD,USER046,REF46612,Customer receipt
2000,0000003162,2020,20221012,20200815,ZP,COP,USER036,REF18965,Asset acquisition
1000,0000003163,2023,20210609,20210919,KR,USD,USER004,REF28966,Expense report
2000,0000003164,2022,20241020,20240529,KR,COP,USER024,REF28903,Invoice payment
3000,0000003165,2023,20200201,20201022,SA,COP,USER014,REF87032,Salary posting
1000,0000003166,2021,20240209,20230922,RE,EUR,USER018,REF49988,Customer receipt
2000,0000003167,2023,20241214,20210104,AB,EUR,USER002,REF37294,Customer receipt
1000,0000003168,2023,20230806,20230705,SA,USD,USER007,REF39445,Expense report
2000,0000003169,2023,20200610,20230827,AB,EUR,USER020,REF83032,Invoice payment
3000,0000003170,2021,20210707,20211207,SA,EUR,USER035,REF55974,Invoice payment
2000,0000003171,2020,20200926,20200804,RE,EUR,USER043,REF24475,Salary posting
3000,0000003172,2024,20240919,20200705,KR,USD,USER035,REF63032,Customer receipt
2000,0000003173,2024,20240701,20230102,AB,USD,USER031,REF82876,Asset acquisition
3000,0000003174,2023,20200916,20210314,AB,USD,USER004,REF11267,Vendor payment
3000,0000003175,2022,20210930,20220723,SA,COP,USER033,REF40241,Asset acquisition
3000,0000003176,2024,20200630,20230302,RE,EUR,USER003,REF74316,Salary posting
3000,0000003177,2024,20200924,20200624,AB,USD,USER003,REF16599,Asset acquisition
3000,0000003178,2024,20240814,20240422,KR,USD,USER039,REF91962,Expense report
1000,0000003179,2022,20210416,20210724,ZP,USD,USER033,REF67284,Salary posting
2000,0000003180,2020,20221029,20201119,RE,COP,USER037,REF79177,Asset acquisition
2000,0000003181,2022,20220603,20210118,KR,EUR,USER001,REF32042,Invoice payment
1000,0000003182,2021,20240302,20240128,AB,EUR,USER048,REF29449,Invoice payment
2000,0000003183,2022,20200104,20241204,KR,COP,USER001,REF17990,Invoice payment
1000,0000003184,2024,20221128,20220210,KR,USD,USER048,REF62862,Asset acquisition
1000,0000003185,2024,20200815,20230607,RE,COP,USER034,REF78300,Vendor payment
3000,0000003186,2020,20200905,20210531,RE,USD,USER001,REF13033,Vendor payment
1000,0000003187,2023,20230308,20240322,KR,COP,USER009,REF99851,Asset acquisition
1000,0000003188,2023,20240228,20240830,ZP,EUR,USER035,REF85650,Customer receipt
2000,0000003189,2024,20200401,20220306,RE,EUR,USER047,REF54150,Salary posting
3000,0000003190,2020,20241016,20241109,ZP,USD,USER031,REF43818,Asset acquisition
1000,0000003191,2020,20200413,20200217,ZP,EUR,USER033,REF46350,Customer receipt
1000,0000003192,2021,20220608,20200831,RE,EUR,USER016,REF68414,Invoice payment
1000,0000003193,2024,20241212,20200623,SA,COP,USER043,REF89184,Vendor payment
3000,0000003194,2022,20231122,20210614,SA,EUR,USER010,REF85147,Salary posting
1000,0000003195,2020,20210122,20230726,SA,EUR,USER001,REF18967,Salary posting
1000,0000003196,2022,20240410,20210504,SA,USD,USER027,REF13928,Asset acquisition
2000,0000003197,2023,20230323,20230528,ZP,USD,USER019,REF86284,Customer receipt
2000,0000003198,2023,20220603,20220623,KR,EUR,USER004,REF22516,Invoice payment
3000,0000003199,2021,20210630,20241209,RE,COP,USER046,REF80657,Invoice payment
3000,0000003200,2024,20201107,20201009,KR,EUR,USER029,REF88179,Salary posting
1000,0000003201,2021,20241229,20220311,KR,COP,USER034,REF55436,Vendor payment
1000,0000003202,2023,20210620,20231111,SA,COP,USER030,REF39805,Salary posting
3000,0000003203,2021,20220422,20210930,KR,COP,USER023,REF69563,Invoice payment
1000,0000003204,2022,20200627,20201122,ZP,COP,USER050,REF83402,Expense report
3000,0000003205,2022,20200807,20230129,RE,EUR,USER027,REF19102,Customer receipt
1000,0000003206,2022,20211209,20230302,RE,USD,USER043,REF62111,Invoice payment
1000,0000003207,2020,20220809,20230517,KR,COP,USER004,REF44668,Asset acquisition
2000,0000003208,2020,20200420,20200623,KR,EUR,USER016,REF78468,Expense report
2000,0000003209,2020,20200301,20200702,KR,COP,USER009,REF84422,Customer receipt
3000,0000003210,2023,20200520,20211219,RE,COP,USER002,REF95834,Salary posting
3000,0000003211,2022,20200124,20221016,AB,USD,USER049,REF52611,Expense report
3000,0000003212,2022,20211001,20220220,RE,USD,USER042,REF33292,Expense report
2000,0000003213,2023,20210324,20241011,SA,USD,USER002,REF24034,Vendor payment
1000,0000003214,2022,20210429,20200115,SA,USD,USER047,REF92040,Expense report
3000,0000003215,2022,20221004,20240927,KR,USD,USER016,REF55838,Vendor payment
2000,0000003216,2020,20221002,20220419,ZP,COP,USER011,REF51661,Invoice payment
