BUKRS,BELNR,GJAHR,BUZEI,KOART,KONTO,DMBTR,WRBTR,WAERS,SGTXT
1000,0000001186,2024,002,D,839960,89183.57,85802.33,COP,Revenue rec
1000,0000001186,2024,003,S,679196,169513.92,156996.87,COP,Clearing entry
1000,0000001186,2024,004,S,362713,43745.63,45516.86,COP,Line item desc
3000,0000001187,2024,001,S,118625,144393.7,149863.87,COP,Clearing entry
3000,0000001187,2024,002,D,652605,110129.43,118578.13,COP,Cost allocation
3000,0000001187,2024,003,A,509000,149313.31,152379.41,COP,Line item desc
3000,0000001188,2022,001,S,736652,199790.74,201031.75,USD,Line item desc
2000,0000001189,2021,001,A,932208,121023.9,116927.03,COP,Cost allocation
2000,0000001189,2021,002,M,844148,36702.49,39581.71,COP,Line item desc
1000,0000001190,2024,001,D,123235,132576.17,132029.21,EUR,Tax posting
1000,0000001190,2024,002,K,747987,178411.21,162084.71,EUR,Revenue rec
1000,0000001190,2024,003,A,641469,141107.7,138986.3,EUR,Line item desc
3000,0000001191,2023,001,M,845314,71814.74,75623.04,COP,Cost allocation
3000,0000001192,2020,001,S,948687,185984.23,179241.51,EUR,Cost allocation
3000,0000001192,2020,002,D,732184,121255.49,133181.79,EUR,Revenue rec
3000,0000001193,2022,001,K,632626,54711.18,51524.09,COP,Tax posting
3000,0000001193,2022,002,K,419102,112035.58,115410.19,COP,Revenue rec
3000,0000001193,2022,003,S,124783,28983.87,28739.57,COP,Revenue rec
2000,0000001194,2020,001,D,148049,105295.91,112051.28,USD,Clearing entry
2000,0000001194,2020,002,K,781957,71141.43,74143.43,USD,Line item desc
1000,0000001195,2024,001,A,568147,101697.0,109164.89,COP,Revenue rec
1000,0000001195,2024,002,S,299345,167.27,183.05,COP,Revenue rec
1000,0000001195,2024,003,A,847613,96858.2,88327.88,COP,Cost allocation
1000,0000001195,2024,004,A,319129,78522.53,74082.5,COP,Tax posting
2000,0000001196,2023,001,S,594679,53861.24,51500.4,COP,Revenue rec
2000,0000001197,2020,001,D,257109,166203.46,170053.38,EUR,Tax posting
1000,0000001198,2024,001,S,632995,141771.16,152573.25,EUR,Cost allocation
1000,0000001198,2024,002,S,784282,192149.87,182237.9,EUR,Revenue rec
1000,0000001198,2024,003,K,565163,109158.13,109758.38,EUR,Tax posting
1000,0000001198,2024,004,A,597101,136253.9,128159.49,EUR,Tax posting
1000,0000001199,2020,001,A,130914,52123.44,47745.34,COP,Revenue rec
3000,0000001200,2020,001,S,126896,119113.49,128598.6,EUR,Line item desc
2000,0000001201,2020,001,M,262617,165050.12,159352.72,USD,Clearing entry
1000,0000001202,2024,001,S,729680,180989.79,186592.34,EUR,Tax posting
1000,0000001202,2024,002,A,645559,165805.45,157495.49,EUR,Clearing entry
1000,0000001203,2020,001,A,444440,95541.9,90969.41,USD,Cost allocation
1000,0000001203,2020,002,A,898917,44921.07,41519.72,USD,Revenue rec
1000,0000001203,2020,003,D,573645,22940.19,21896.62,USD,Line item desc
1000,0000001203,2020,004,M,778944,155922.11,164710.99,USD,Tax posting
1000,0000001204,2022,001,A,458439,159537.18,149353.58,COP,Cost allocation
1000,0000001204,2022,002,A,601930,182621.66,177579.29,COP,Cost allocation
1000,0000001204,2022,003,S,457616,90882.35,94048.87,COP,Revenue rec
2000,0000001205,2020,001,S,712521,46911.25,48167.49,USD,Clearing entry
3000,0000001206,2020,001,S,750300,121031.03,117594.5,COP,Cost allocation
3000,0000001206,2020,002,S,758904,79892.08,86908.23,COP,Cost allocation
2000,0000001207,2021,001,S,559312,171214.79,155244.78,USD,Revenue rec
1000,0000001208,2020,001,A,475443,99000.41,99086.09,USD,Cost allocation
1000,0000001208,2020,002,K,171368,122086.28,132948.7,USD,Tax posting
1000,0000001208,2020,003,M,272362,77048.79,82208.3,USD,Line item desc
2000,0000001209,2024,001,M,666413,171532.21,165739.96,COP,Cost allocation
2000,0000001209,2024,002,M,572639,173236.57,158087.99,COP,Revenue rec
2000,0000001209,2024,003,M,344678,153873.55,146839.05,COP,Revenue rec
1000,0000001210,2021,001,M,749986,4979.29,5167.67,COP,Tax posting
1000,0000001210,2021,002,D,675788,179722.84,173178.05,COP,Revenue rec
2000,0000001211,2020,001,K,263407,160634.87,164338.81,EUR,Revenue rec
2000,0000001211,2020,002,M,901795,164035.07,147874.61,EUR,Tax posting
2000,0000001212,2020,001,M,845794,140536.35,153401.81,COP,Clearing entry
2000,0000001212,2020,002,A,520026,9400.01,8834.81,COP,Revenue rec
2000,0000001212,2020,003,D,611327,187622.14,175072.39,COP,Tax posting
2000,0000001212,2020,004,K,216846,161052.92,156252.02,COP,Clearing entry
1000,0000001213,2023,001,M,189209,38746.09,37516.89,EUR,Tax posting
1000,0000001213,2023,002,A,264479,24562.65,22425.59,EUR,Tax posting
1000,0000001213,2023,003,A,985778,42364.95,38855.47,EUR,Clearing entry
1000,0000001213,2023,004,D,166119,144513.03,138494.46,EUR,Cost allocation
3000,0000001214,2020,001,K,517125,113854.59,112150.46,EUR,Line item desc
1000,0000001215,2024,001,A,747316,33964.73,35488.93,COP,Clearing entry
1000,0000001215,2024,002,A,602811,144609.88,155597.09,COP,Tax posting
1000,0000001215,2024,003,K,626603,34499.93,32006.39,COP,Revenue rec
1000,0000001215,2024,004,D,232077,92915.32,88411.41,COP,Tax posting
3000,0000001216,2022,001,A,207479,88020.06,86126.27,EUR,Tax posting
3000,0000001216,2022,002,S,644014,18445.85,19056.74,EUR,Revenue rec
3000,0000001216,2022,003,D,450206,92077.79,91269.43,EUR,Revenue rec
3000,0000001216,2022,004,D,430771,138386.61,152130.83,EUR,Clearing entry
1000,0000001217,2021,001,K,923286,196218.18,200936.4,COP,Revenue rec
3000,0000001218,2022,001,A,350795,44579.84,42360.96,COP,Revenue rec
3000,0000001219,2022,001,A,972735,199125.66,213939.53,EUR,Line item desc
3000,0000001219,2022,002,S,429975,192815.91,193505.96,EUR,Cost allocation
1000,0000001220,2020,001,M,218776,189728.91,202124.01,COP,Revenue rec
1000,0000001220,2020,002,K,920183,16894.81,17245.08,COP,Line item desc
1000,0000001221,2021,001,A,578371,164576.11,163659.54,COP,Tax posting
1000,0000001221,2021,002,M,307008,195029.91,207773.47,COP,Line item desc
1000,0000001221,2021,003,A,412198,41946.01,40374.83,COP,Clearing entry
1000,0000001221,2021,004,A,410365,39328.72,36665.0,COP,Revenue rec
3000,0000001222,2023,001,S,356719,171057.18,162267.36,EUR,Cost allocation
2000,0000001223,2023,001,D,453683,6661.19,7257.96,USD,Tax posting
1000,0000001224,2021,001,M,172362,65534.76,62811.58,EUR,Clearing entry
1000,0000001224,2021,002,S,990319,133721.69,135616.29,EUR,Tax posting
1000,0000001224,2021,003,D,199921,94271.64,98096.84,EUR,Tax posting
1000,0000001224,2021,004,A,658743,422.48,435.83,EUR,Cost allocation
3000,0000001225,2022,001,D,143109,110394.14,100833.43,COP,Revenue rec
3000,0000001225,2022,002,D,445769,160332.35,154131.22,COP,Tax posting
3000,0000001225,2022,003,D,923763,160931.4,157585.67,COP,Tax posting
2000,0000001226,2020,001,A,346701,87417.53,86007.6,EUR,Revenue rec
2000,0000001226,2020,002,S,854299,196594.91,189101.81,EUR,Clearing entry
2000,0000001227,2021,001,A,303410,6120.1,6428.05,COP,Tax posting
2000,0000001228,2021,001,M,246398,152283.48,156357.34,EUR,Tax posting
2000,0000001228,2021,002,K,388100,164146.17,152347.47,EUR,Clearing entry
2000,0000001228,2021,003,M,739449,58940.71,63229.0,EUR,Line item desc
2000,0000001228,2021,004,D,379294,17961.5,17770.74,EUR,Cost allocation
1000,0000001229,2021,001,M,795941,10074.35,10040.73,USD,Cost allocation
1000,0000001229,2021,002,M,873704,11997.7,11294.75,USD,Tax posting
1000,0000001229,2021,003,K,198984,26921.31,24974.38,USD,Line item desc
1000,0000001230,2023,001,M,745072,102344.73,102452.8,USD,Clearing entry
1000,0000001230,2023,002,M,974629,151353.08,163968.77,USD,Line item desc
1000,0000001231,2022,001,S,751877,177759.75,172404.79,EUR,Revenue rec
1000,0000001231,2022,002,A,182444,98039.73,96756.91,EUR,Line item desc
1000,0000001231,2022,003,A,637770,144635.58,131168.19,EUR,Cost allocation
1000,0000001232,2020,001,K,106429,62106.16,66632.86,COP,Revenue rec
3000,0000001233,2022,001,M,117768,174040.75,159395.03,EUR,Cost allocation
3000,0000001233,2022,002,S,321483,23745.16,25728.61,EUR,Tax posting
3000,0000001233,2022,003,S,617577,244.39,232.76,EUR,Cost allocation
3000,0000001234,2021,001,K,225532,147086.66,159148.37,COP,Revenue rec
3000,0000001235,2022,001,M,762026,114884.61,120379.35,EUR,Clearing entry
3000,0000001235,2022,002,K,895426,26054.05,27009.69,EUR,Clearing entry
3000,0000001235,2022,003,K,725281,147094.59,143532.76,EUR,Clearing entry
1000,0000001236,2023,001,K,346355,120473.4,117564.58,COP,Line item desc
3000,0000001237,2024,001,S,833331,128706.27,130481.98,USD,Line item desc
3000,0000001237,2024,002,S,701825,181758.21,174583.45,USD,Cost allocation
3000,0000001237,2024,003,K,697710,157245.94,172658.43,USD,Line item desc
3000,0000001237,2024,004,M,114252,84138.08,77531.81,USD,Line item desc
2000,0000001238,2024,001,D,877932,178774.62,175783.83,USD,Clearing entry
2000,0000001238,2024,002,D,738022,77031.01,73940.29,USD,Cost allocation
2000,0000001238,2024,003,M,616844,131061.67,123396.5,USD,Line item desc
3000,0000001239,2024,001,A,134993,170057.92,185224.39,COP,Revenue rec
2000,0000001240,2021,001,K,476241,66987.04,63241.65,EUR,Revenue rec
2000,0000001240,2021,002,D,423238,193048.1,199888.14,EUR,Clearing entry
3000,0000001241,2020,001,S,724887,172837.43,172680.34,USD,Revenue rec
1000,0000001242,2024,001,S,438379,55291.24,53701.92,EUR,Line item desc
1000,0000001242,2024,002,M,867787,136646.76,128729.95,EUR,Revenue rec
1000,0000001242,2024,003,S,901922,6366.33,6542.84,EUR,Tax posting
1000,0000001242,2024,004,S,204587,151355.97,138658.77,EUR,Clearing entry
2000,0000001243,2023,001,M,202912,73952.55,75827.5,USD,Cost allocation
2000,0000001243,2023,002,M,177168,102642.94,106617.52,USD,Tax posting
1000,0000001244,2023,001,K,754804,88149.67,94626.5,USD,Revenue rec
1000,0000001244,2023,002,M,972888,31076.95,30034.44,USD,Clearing entry
1000,0000001244,2023,003,A,656419,170106.41,182875.32,USD,Line item desc
1000,0000001244,2023,004,D,735549,52269.15,49764.71,USD,Clearing entry
3000,0000001245,2024,001,M,809778,6590.32,6801.63,COP,Clearing entry
2000,0000001246,2020,001,M,968682,65346.13,67102.98,COP,Tax posting
2000,0000001246,2020,002,D,738308,102808.66,107230.55,COP,Clearing entry
2000,0000001247,2022,001,K,324766,38386.09,38019.08,COP,Cost allocation
1000,0000001248,2022,001,S,678580,30723.2,32505.83,USD,Tax posting
1000,0000001249,2023,001,D,825514,103896.4,94785.72,USD,Revenue rec
1000,0000001249,2023,002,M,181413,104124.35,110450.56,USD,Revenue rec
1000,0000001249,2023,003,M,466031,195012.17,202475.73,USD,Line item desc
3000,0000001250,2021,001,K,879746,2900.82,2652.45,EUR,Line item desc
3000,0000001250,2021,002,A,178606,48588.71,48532.99,EUR,Line item desc
3000,0000001250,2021,003,S,639707,520.92,554.23,EUR,Revenue rec
2000,0000001251,2022,001,D,815148,144760.63,135852.16,COP,Revenue rec
2000,0000001252,2023,001,M,398238,1728.2,1789.86,USD,Cost allocation
2000,0000001253,2020,001,D,833707,65399.35,66343.52,USD,Cost allocation
2000,0000001253,2020,002,S,552317,64672.09,59217.87,USD,Revenue rec
2000,0000001253,2020,003,D,795376,20270.61,22139.32,USD,Clearing entry
3000,0000001254,2023,001,K,741888,12296.06,11535.56,USD,Cost allocation
3000,0000001254,2023,002,D,717415,24275.42,23089.56,USD,Tax posting
3000,0000001254,2023,003,K,216059,161271.56,148248.49,USD,Revenue rec
3000,0000001254,2023,004,D,265203,103045.56,97903.49,USD,Line item desc
3000,0000001255,2020,001,D,809639,149903.91,147245.4,EUR,Line item desc
3000,0000001255,2020,002,A,957530,26386.35,27905.61,EUR,Clearing entry
3000,0000001255,2020,003,K,836828,59749.24,63875.73,EUR,Line item desc
3000,0000001255,2020,004,K,272697,419.13,436.7,EUR,Cost allocation
3000,0000001256,2023,001,A,707863,24556.36,26155.43,COP,Revenue rec
2000,0000001257,2020,001,A,782139,125147.8,124264.28,EUR,Cost allocation
2000,0000001257,2020,002,M,862293,37392.63,38492.98,EUR,Cost allocation
2000,0000001257,2020,003,S,204271,77676.72,74467.6,EUR,Revenue rec
1000,0000001258,2024,001,D,283727,78646.65,83396.18,USD,Line item desc
1000,0000001258,2024,002,S,794639,150005.89,153088.53,USD,Line item desc
1000,0000001258,2024,003,D,637330,62790.71,64974.92,USD,Clearing entry
1000,0000001259,2023,001,M,485051,68580.67,61824.22,USD,Revenue rec
2000,0000001260,2020,001,K,557171,104965.48,105876.59,COP,Tax posting
2000,0000001260,2020,002,A,615727,30523.28,28564.46,COP,Line item desc
1000,0000001261,2020,001,S,228254,37045.74,40405.23,USD,Revenue rec
1000,0000001261,2020,002,S,877159,116622.28,115702.58,USD,Clearing entry
1000,0000001261,2020,003,K,491250,101811.49,98544.8,USD,Line item desc
1000,0000001261,2020,004,M,474644,110384.35,115201.15,USD,Revenue rec
1000,0000001262,2021,001,S,358807,124559.67,127721.47,USD,Cost allocation
1000,0000001262,2021,002,A,307878,27588.69,25537.28,USD,Revenue rec
1000,0000001263,2024,001,M,602839,52934.55,57446.52,COP,Cost allocation
1000,0000001263,2024,002,K,795367,113326.6,105668.07,COP,Cost allocation
2000,0000001264,2021,001,A,280707,128728.17,125740.61,COP,Line item desc
3000,0000001265,2022,001,D,134342,143812.85,138416.08,USD,Revenue rec
3000,0000001265,2022,002,M,890111,168209.73,155130.22,USD,Cost allocation
3000,0000001266,2020,001,A,243850,58237.41,60819.27,USD,Cost allocation
3000,0000001267,2021,001,D,394259,43775.04,46838.05,EUR,Cost allocation
2000,0000001268,2021,001,K,321180,3090.85,2822.51,USD,Tax posting
1000,0000001269,2022,001,D,187712,166575.97,159313.14,USD,Tax posting
1000,0000001269,2022,002,M,810817,128456.64,138088.99,USD,Line item desc
1000,0000001269,2022,003,S,452129,192906.56,199225.82,USD,Clearing entry
3000,0000001270,2021,001,A,597294,147810.1,133724.9,COP,Cost allocation
3000,0000001270,2021,002,S,690729,85512.97,84937.97,COP,Clearing entry
3000,0000001271,2022,001,M,571732,122534.41,127333.62,USD,Revenue rec
3000,0000001271,2022,002,M,557216,80598.89,82984.07,USD,Revenue rec
3000,0000001271,2022,003,D,464549,15617.33,14103.75,USD,Tax posting
3000,0000001271,2022,004,S,748153,138214.29,141602.3,USD,Tax posting
2000,0000001272,2020,001,A,299229,140131.05,132221.11,USD,Tax posting
2000,0000001272,2020,002,K,564406,101230.61,93399.06,USD,Line item desc
2000,0000001273,2020,001,K,790133,99845.57,108807.88,EUR,Revenue rec
2000,0000001273,2020,002,D,147689,127017.81,116733.19,EUR,Cost allocation
2000,0000001273,2020,003,A,954127,176877.63,187870.59,EUR,Line item desc
3000,0000001274,2023,001,S,697603,28520.69,29803.98,COP,Cost allocation
3000,0000001274,2023,002,D,320440,129806.81,136659.52,COP,Line item desc
3000,0000001274,2023,003,D,322503,161648.9,149095.5,COP,Line item desc
3000,0000001275,2023,001,M,796748,196968.65,195852.6,COP,Revenue rec
3000,0000001275,2023,002,A,710496,182247.66,181757.91,COP,Tax posting
3000,0000001275,2023,003,M,652654,22939.31,24348.2,COP,Clearing entry
3000,0000001275,2023,004,K,930269,66133.9,60974.7,COP,Revenue rec
1000,0000001276,2021,001,A,234619,109053.27,103379.81,EUR,Line item desc
1000,0000001276,2021,002,A,223137,182705.19,176199.65,EUR,Revenue rec
1000,0000001276,2021,003,M,520112,187159.46,168835.17,EUR,Tax posting
1000,0000001276,2021,004,D,522793,60319.86,64784.44,EUR,Revenue rec
3000,0000001277,2020,001,M,856350,159408.37,174716.22,USD,Tax posting
3000,0000001277,2020,002,D,567643,148166.46,135400.12,USD,Revenue rec
3000,0000001277,2020,003,M,621000,92364.2,89526.7,USD,Line item desc
3000,0000001278,2020,001,A,757532,71427.35,65220.0,USD,Tax posting
3000,0000001279,2020,001,S,151466,126444.85,115329.0,USD,Tax posting
3000,0000001279,2020,002,M,731642,165068.7,156996.47,USD,Revenue rec
3000,0000001279,2020,003,D,563009,61402.62,62721.94,USD,Cost allocation
1000,0000001280,2023,001,K,400513,77976.6,75006.6,USD,Tax posting
1000,0000001280,2023,002,A,222397,157174.0,145213.97,USD,Clearing entry
1000,0000001280,2023,003,K,651637,15250.45,14240.25,USD,Tax posting
1000,0000001280,2023,004,D,410218,143383.66,152664.29,USD,Tax posting
1000,0000001281,2023,001,A,643036,117644.73,123311.79,COP,Revenue rec
1000,0000001281,2023,002,A,346474,140067.23,145434.95,COP,Cost allocation
1000,0000001281,2023,003,K,771704,128461.63,128885.19,COP,Clearing entry
1000,0000001282,2020,001,A,442980,63563.64,68076.18,EUR,Line item desc
3000,0000001283,2020,001,S,758369,158238.45,166703.59,EUR,Revenue rec
3000,0000001283,2020,002,A,726180,68736.87,68142.6,EUR,Line item desc
1000,0000001284,2024,001,K,599317,120245.55,129707.35,COP,Line item desc
1000,0000001284,2024,002,S,453779,166493.21,182100.64,COP,Line item desc
1000,0000001284,2024,003,K,608490,198203.0,186145.9,COP,Revenue rec
1000,0000001284,2024,004,A,280447,20910.73,22840.95,COP,Clearing entry
2000,0000001285,2021,001,D,702616,21733.2,22282.43,COP,Revenue rec
2000,0000001285,2021,002,D,370881,76410.37,69568.07,COP,Revenue rec
1000,0000001286,2020,001,D,442376,157634.31,168708.71,EUR,Line item desc
1000,0000001286,2020,002,S,765483,99638.6,100272.09,EUR,Tax posting
1000,0000001286,2020,003,A,422997,64177.37,69472.45,EUR,Revenue rec
1000,0000001287,2021,001,D,629830,87581.33,91862.5,USD,Cost allocation
1000,0000001287,2021,002,D,153779,4783.02,4567.98,USD,Line item desc
1000,0000001288,2022,001,M,525530,58549.46,53185.9,EUR,Cost allocation
1000,0000001288,2022,002,D,848757,75229.45,68634.85,EUR,Line item desc
1000,0000001288,2022,003,M,583737,144849.82,142514.07,EUR,Clearing entry
1000,0000001288,2022,004,D,560451,82268.89,76843.1,EUR,Line item desc
3000,0000001289,2021,001,D,222909,114736.86,120124.03,EUR,Revenue rec
1000,0000001290,2024,001,M,304606,144148.43,152486.54,EUR,Line item desc
1000,0000001290,2024,002,K,542997,74927.92,78348.95,EUR,Line item desc
1000,0000001290,2024,003,M,507128,79422.36,85941.36,EUR,Line item desc
1000,0000001290,2024,004,S,667288,134621.68,135155.77,EUR,Revenue rec
3000,0000001291,2020,001,A,362191,25364.85,25772.58,COP,Revenue rec
3000,0000001291,2020,002,K,939261,14484.41,13132.28,COP,Cost allocation
3000,0000001291,2020,003,M,493527,6685.81,6674.68,COP,Line item desc
2000,0000001292,2021,001,A,250767,11742.32,11143.35,COP,Cost allocation
2000,0000001292,2021,002,S,225639,19363.43,20124.52,COP,Tax posting
2000,0000001292,2021,003,M,494587,63043.33,62700.08,COP,Cost allocation
1000,0000001293,2021,001,M,551317,5541.16,5378.97,COP,Line item desc
1000,0000001293,2021,002,D,383621,189866.51,205011.16,COP,Cost allocation
1000,0000001293,2021,003,K,400733,6609.6,6235.48,COP,Line item desc
1000,0000001293,2021,004,A,276551,186357.47,173907.65,COP,Clearing entry
3000,0000001294,2022,001,M,448624,50796.9,54988.0,EUR,Clearing entry
3000,0000001294,2022,002,A,610277,38536.07,41868.66,EUR,Cost allocation
3000,0000001294,2022,003,A,134580,108170.39,99128.24,EUR,Tax posting
3000,0000001294,2022,004,A,800112,196896.55,211327.43,EUR,Tax posting
2000,0000001295,2022,001,M,160139,181116.49,167282.25,EUR,Line item desc
2000,0000001295,2022,002,K,784631,161319.27,156481.99,EUR,Clearing entry
1000,0000001296,2024,001,M,333330,188998.72,183862.11,EUR,Cost allocation
1000,0000001296,2024,002,A,617783,29631.78,28656.45,EUR,Revenue rec
2000,0000001297,2024,001,K,516843,159141.73,164011.03,EUR,Cost allocation
2000,0000001297,2024,002,M,814357,52826.04,53982.51,EUR,Clearing entry
2000,0000001297,2024,003,K,392280,50106.77,53556.5,EUR,Cost allocation
1000,0000001298,2021,001,S,440663,21010.78,21561.27,COP,Cost allocation
1000,0000001298,2021,002,D,305927,93443.26,96408.94,COP,Clearing entry
1000,0000001298,2021,003,D,226633,93792.28,101069.46,COP,Revenue rec
1000,0000001298,2021,004,K,877271,134084.18,131014.4,COP,Line item desc
3000,0000001299,2024,001,A,176399,94742.51,86224.34,COP,Clearing entry
3000,0000001299,2024,002,S,376339,171467.4,164394.51,COP,Clearing entry
3000,0000001299,2024,003,S,308046,149658.76,149337.94,COP,Line item desc
3000,0000001300,2023,001,A,580669,123608.1,134105.67,COP,Line item desc
3000,0000001300,2023,002,D,436998,66063.31,64921.12,COP,Cost allocation
1000,0000001301,2022,001,D,889587,189868.18,181294.88,EUR,Revenue rec
1000,0000001301,2022,002,A,110076,154335.75,147980.39,EUR,Revenue rec
1000,0000001302,2022,001,M,132895,17051.28,18454.3,USD,Revenue rec
3000,0000001303,2023,001,D,295177,146423.16,151497.83,COP,Tax posting
3000,0000001303,2023,002,K,180673,121060.16,128668.24,COP,Clearing entry
3000,0000001303,2023,003,D,464527,67390.22,68775.51,COP,Cost allocation
3000,0000001303,2023,004,D,935207,136329.91,149077.8,COP,Line item desc
1000,0000001304,2022,001,D,899811,119391.02,110934.16,EUR,Clearing entry
1000,0000001304,2022,002,S,358749,28449.33,28712.66,EUR,Line item desc
1000,0000001304,2022,003,S,929049,110414.2,118387.67,EUR,Tax posting
1000,0000001304,2022,004,A,492552,17373.43,17997.61,EUR,Cost allocation
2000,0000001305,2023,001,S,981487,133994.29,134551.8,USD,Clearing entry
2000,0000001305,2023,002,D,557176,195373.24,192750.91,USD,Tax posting
1000,0000001306,2022,001,S,149965,47018.23,47147.78,COP,Cost allocation
1000,0000001306,2022,002,D,511424,94407.27,101021.1,COP,Line item desc
1000,0000001307,2024,001,M,291372,166649.08,178377.83,USD,Tax posting
1000,0000001307,2024,002,A,775754,104513.55,104882.82,USD,Clearing entry
1000,0000001307,2024,003,A,717444,188914.82,183973.57,USD,Revenue rec
3000,0000001308,2022,001,K,295471,10217.72,10854.42,EUR,Tax posting
3000,0000001308,2022,002,K,745831,199753.72,187836.94,EUR,Tax posting
1000,0000001309,2020,001,K,748850,56218.64,52343.92,COP,Line item desc
3000,0000001310,2022,001,A,940668,178961.9,164179.49,EUR,Cost allocation
3000,0000001310,2022,002,D,943554,136458.88,135702.12,EUR,Tax posting
1000,0000001311,2023,001,M,338728,99789.31,101361.68,COP,Cost allocation
1000,0000001311,2023,002,M,752320,137063.46,130986.66,COP,Clearing entry
3000,0000001312,2020,001,A,963216,52042.89,51174.69,USD,Cost allocation
3000,0000001312,2020,002,D,514418,122168.26,127811.52,USD,Clearing entry
3000,0000001312,2020,003,S,131225,42892.53,44428.48,USD,Cost allocation
1000,0000001313,2022,001,M,969280,156406.97,151577.89,EUR,Clearing entry
1000,0000001314,2023,001,A,178963,126143.43,130300.95,COP,Line item desc
1000,0000001315,2023,001,M,858991,119979.79,109479.12,EUR,Line item desc
3000,0000001316,2022,001,D,558847,46263.36,42993.39,COP,Revenue rec
3000,0000001316,2022,002,S,969335,155553.04,143949.53,COP,Tax posting
1000,0000001317,2022,001,D,508638,120478.63,120202.15,EUR,Cost allocation
1000,0000001317,2022,002,A,288166,137916.5,129237.94,EUR,Cost allocation
1000,0000001317,2022,003,S,465226,20426.64,19356.74,EUR,Revenue rec
2000,0000001318,2020,001,A,748543,155439.9,166789.83,EUR,Cost allocation
3000,0000001319,2023,001,A,365921,113361.32,110221.02,COP,Line item desc
3000,0000001319,2023,002,A,454682,140939.07,149812.96,COP,Line item desc
2000,0000001320,2021,001,A,281917,892.68,941.76,EUR,Revenue rec
2000,0000001320,2021,002,S,211400,166657.07,157482.2,EUR,Clearing entry
2000,0000001320,2021,003,K,871171,85075.2,92738.3,EUR,Tax posting
2000,0000001320,2021,004,D,772565,64775.26,65746.4,EUR,Tax posting
1000,0000001321,2021,001,A,168888,181356.75,198627.97,USD,Line item desc
1000,0000001321,2021,002,D,241146,102431.66,105675.77,USD,Tax posting
1000,0000001321,2021,003,M,224445,31050.93,31566.07,USD,Line item desc
3000,0000001322,2020,001,S,482673,194676.64,208707.71,COP,Tax posting
3000,0000001322,2020,002,A,708487,187455.46,194768.48,COP,Clearing entry
3000,0000001322,2020,003,K,496589,68076.91,67506.79,COP,Tax posting
1000,0000001323,2022,001,M,888775,71071.13,72214.83,EUR,Clearing entry
1000,0000001323,2022,002,A,713733,75849.53,74982.1,EUR,Line item desc
1000,0000001323,2022,003,D,306896,148140.94,144533.38,EUR,Revenue rec
3000,0000001324,2020,001,S,345887,137272.15,135908.0,COP,Line item desc
3000,0000001324,2020,002,D,812894,147603.57,140280.71,COP,Cost allocation
3000,0000001324,2020,003,K,992928,59386.73,58413.87,COP,Tax posting
1000,0000001325,2021,001,A,592175,23972.2,25237.69,USD,Revenue rec
1000,0000001325,2021,002,D,203562,29625.46,31745.73,USD,Revenue rec
2000,0000001326,2023,001,K,949434,193414.18,201793.62,USD,Clearing entry
2000,0000001326,2023,002,D,638143,168288.32,154577.68,USD,Clearing entry
2000,0000001327,2022,001,S,565312,183356.21,172501.61,EUR,Tax posting
1000,0000001328,2022,001,D,719625,20232.15,21964.48,COP,Clearing entry
1000,0000001328,2022,002,M,442808,47320.26,42727.75,COP,Cost allocation
1000,0000001328,2022,003,A,206033,47068.25,42591.08,COP,Revenue rec
1000,0000001329,2020,001,S,191830,147222.63,160922.22,USD,Revenue rec
1000,0000001329,2020,002,D,804724,130055.18,135490.62,USD,Cost allocation
2000,0000001330,2024,001,K,734855,139369.78,144211.72,EUR,Line item desc
1000,0000001331,2022,001,D,896603,46085.16,44686.35,COP,Tax posting
1000,0000001331,2022,002,S,373121,125662.25,134844.42,COP,Cost allocation
1000,0000001331,2022,003,M,274456,48659.46,46943.21,COP,Line item desc
1000,0000001331,2022,004,A,670960,96978.69,98364.4,COP,Cost allocation
2000,0000001332,2021,001,M,239409,6569.51,6660.97,EUR,Clearing entry
2000,0000001332,2021,002,S,457555,180472.29,190307.87,EUR,Line item desc
2000,0000001333,2023,001,S,463406,185853.36,184398.56,EUR,Clearing entry
2000,0000001333,2023,002,K,893276,83553.01,84625.65,EUR,Clearing entry
1000,0000001334,2021,001,D,487078,85472.68,93018.74,EUR,Clearing entry
2000,0000001335,2020,001,S,437896,21400.33,20325.21,USD,Tax posting
2000,0000001335,2020,002,D,327525,67775.47,73477.36,USD,Tax posting
2000,0000001336,2024,001,A,588579,157349.1,163401.75,COP,Tax posting
1000,0000001337,2020,001,A,966159,86243.66,77806.41,COP,Revenue rec
1000,0000001338,2022,001,K,607615,45342.03,47630.36,EUR,Cost allocation
1000,0000001338,2022,002,K,233225,76541.52,76513.29,EUR,Revenue rec
3000,0000001339,2023,001,M,889463,862.04,933.49,COP,Revenue rec
3000,0000001339,2023,002,K,282535,192653.93,177550.53,COP,Clearing entry
3000,0000001339,2023,003,M,417275,163069.6,174688.79,COP,Tax posting
3000,0000001339,2023,004,A,247248,124377.56,136498.81,COP,Tax posting
3000,0000001340,2022,001,K,386106,197191.7,180985.42,EUR,Tax posting
3000,0000001340,2022,002,D,168350,33982.17,34769.61,EUR,Line item desc
3000,0000001340,2022,003,A,678765,128990.21,139970.14,EUR,Tax posting
3000,0000001340,2022,004,M,503834,62738.65,65125.84,EUR,Tax posting
1000,0000001341,2021,001,K,737044,2904.03,3090.28,COP,Revenue rec
