VBELN,POSNR,MATNR,KWMENG,NETWR,WAERK,MEINS,WERKS,LGORT
0000000709,000010,MAT00000232,106.574,487356.51,USD,M,0004,0002
0000000709,000020,MAT00000099,186.023,565193.68,USD,KG,0002,0004
0000000709,000030,MAT00000095,945.955,3399525.78,USD,UN,0004,0008
0000000709,000040,MAT00000089,162.483,551665.53,USD,UN,0004,0003
0000000710,000010,MAT00000082,215.227,182004.56,COP,KG,0001,0008
0000000710,000020,MAT00000173,674.158,1461176.79,COP,UN,0001,0009
0000000711,000010,MAT00000037,569.608,921722.58,EUR,ST,0004,0008
0000000711,000020,MAT00000145,870.523,1930132.3,EUR,KG,0004,0002
0000000711,000030,MAT00000020,104.126,317056.38,EUR,L,0001,0001
0000000711,000040,MAT00000276,241.104,1133921.76,EUR,UN,0001,0003
0000000711,000050,MAT00000149,858.837,1537532.94,EUR,UN,0001,0005
0000000712,000010,MAT00000206,532.533,2289599.01,COP,M,0001,0009
0000000712,000020,MAT00000294,229.937,792661.82,COP,KG,0004,0003
0000000712,000030,MAT00000084,165.411,719627.17,COP,M,0001,0001
0000000712,000040,MAT00000091,404.441,877426.66,COP,ST,0003,0004
0000000712,000050,MAT00000153,221.542,690152.07,COP,KG,0001,0007
0000000713,000010,MAT00000201,24.709,100374.14,EUR,KG,0003,0006
0000000713,000020,MAT00000061,398.964,17993.28,EUR,UN,0002,0009
0000000713,000030,MAT00000291,660.255,2887354.54,EUR,KG,0004,0006
0000000714,000010,MAT00000117,48.235,142343.41,COP,ST,0002,0007
0000000714,000020,MAT00000216,654.665,2891118.48,COP,L,0001,0007
0000000714,000030,MAT00000192,17.253,40898.41,COP,UN,0004,0006
0000000714,000040,MAT00000201,481.289,578417.93,COP,KG,0003,0008
0000000714,000050,MAT00000189,66.185,148145.86,COP,L,0003,0006
0000000715,000010,MAT00000086,310.618,1267582.36,COP,M,0001,0001
0000000715,000020,MAT00000293,785.634,2472775.16,COP,M,0002,0001
0000000716,000010,MAT00000022,57.43,77494.89,COP,KG,0003,0005
0000000716,000020,MAT00000054,871.089,502418.0,COP,KG,0004,0007
0000000716,000030,MAT00000289,230.98,68709.62,COP,KG,0002,0008
0000000717,000010,MAT00000025,785.387,1236945.26,COP,L,0004,0009
0000000718,000010,MAT00000093,211.643,777227.17,USD,UN,0002,0008
0000000718,000020,MAT00000073,18.027,18207.09,USD,ST,0001,0008
0000000718,000030,MAT00000202,585.431,1829981.2,USD,ST,0004,0003
0000000718,000040,MAT00000017,883.191,1661785.69,USD,KG,0002,0009
0000000718,000050,MAT00000160,155.991,118018.11,USD,KG,0004,0004
0000000719,000010,MAT00000064,404.463,1453344.76,USD,KG,0002,0009
0000000719,000020,MAT00000261,852.155,2153446.81,USD,ST,0004,0001
0000000719,000030,MAT00000164,133.246,266089.6,USD,L,0002,0008
0000000719,000040,MAT00000126,888.349,1182392.52,USD,KG,0004,0007
0000000719,000050,MAT00000293,95.509,373849.92,USD,M,0003,0006
0000000720,000010,MAT00000073,325.126,1281623.93,COP,ST,0003,0003
0000000720,000020,MAT00000267,945.653,3797449.3,COP,UN,0002,0004
0000000720,000030,MAT00000286,893.661,1797768.9,COP,KG,0004,0006
0000000721,000010,MAT00000073,258.553,717381.15,EUR,ST,0003,0002
0000000721,000020,MAT00000182,512.191,880538.28,EUR,L,0002,0004
0000000721,000030,MAT00000200,402.307,669627.93,EUR,M,0003,0004
0000000721,000040,MAT00000226,727.342,587932.36,EUR,M,0001,0006
0000000721,000050,MAT00000292,357.493,1534334.93,EUR,ST,0001,0007
0000000722,000010,MAT00000234,504.222,2115100.36,USD,KG,0003,0008
0000000722,000020,MAT00000139,148.672,33061.68,USD,ST,0004,0009
0000000723,000010,MAT00000183,650.11,2977406.28,USD,KG,0003,0003
0000000723,000020,MAT00000169,907.839,1295440.86,USD,KG,0004,0008
0000000723,000030,MAT00000083,376.519,723850.25,USD,L,0001,0003
0000000723,000040,MAT00000100,803.008,2191633.67,USD,KG,0003,0001
0000000723,000050,MAT00000265,777.363,3578372.91,USD,ST,0002,0004
0000000724,000010,MAT00000009,312.942,547351.21,EUR,UN,0003,0004
0000000724,000020,MAT00000284,729.433,1842781.18,EUR,L,0003,0002
0000000724,000030,MAT00000035,618.959,2261756.65,EUR,L,0003,0004
0000000725,000010,MAT00000186,402.064,1033324.58,EUR,KG,0003,0007
0000000725,000020,MAT00000277,970.658,1173661.41,EUR,ST,0001,0004
0000000725,000030,MAT00000178,920.502,3001131.08,EUR,L,0003,0003
0000000725,000040,MAT00000069,473.306,1855638.77,EUR,ST,0004,0009
0000000726,000010,MAT00000102,962.695,1937269.66,USD,L,0001,0004
0000000726,000020,MAT00000041,272.213,426187.56,USD,UN,0001,0005
0000000727,000010,MAT00000160,617.004,2786093.9,USD,KG,0002,0008
0000000727,000020,MAT00000221,527.597,2396952.31,USD,L,0003,0001
0000000728,000010,MAT00000008,376.438,1667925.25,COP,M,0002,0003
0000000729,000010,MAT00000194,581.094,1788427.19,COP,UN,0001,0005
0000000729,000020,MAT00000166,381.237,819350.75,COP,L,0003,0003
0000000730,000010,MAT00000089,633.604,2989723.83,USD,UN,0001,0007
0000000730,000020,MAT00000155,746.65,2709413.65,USD,M,0003,0004
0000000730,000030,MAT00000001,87.008,398447.05,USD,ST,0003,0005
0000000730,000040,MAT00000014,904.659,1388289.7,USD,L,0004,0006
0000000730,000050,MAT00000046,360.848,1290529.57,USD,L,0004,0007
0000000731,000010,MAT00000281,517.114,2251659.15,COP,ST,0003,0004
0000000731,000020,MAT00000024,178.153,81638.61,COP,ST,0004,0004
0000000732,000010,MAT00000002,305.004,687177.06,COP,KG,0004,0008
0000000732,000020,MAT00000278,649.524,1978554.03,COP,M,0001,0009
0000000732,000030,MAT00000107,701.255,1853893.82,COP,UN,0003,0001
0000000732,000040,MAT00000117,690.133,2153987.91,COP,ST,0001,0001
0000000732,000050,MAT00000103,625.634,1924231.21,COP,KG,0002,0003
0000000733,000010,MAT00000171,599.292,2244228.68,EUR,M,0001,0009
0000000733,000020,MAT00000285,704.112,3393728.31,EUR,KG,0002,0003
0000000733,000030,MAT00000110,639.82,1141285.32,EUR,L,0002,0001
0000000734,000010,MAT00000114,411.486,1194222.9,COP,L,0002,0003
0000000734,000020,MAT00000261,672.71,3165611.81,COP,ST,0004,0007
0000000735,000010,MAT00000067,384.946,1248718.63,USD,L,0001,0002
0000000736,000010,MAT00000094,653.832,1880231.22,EUR,ST,0002,0003
0000000736,000020,MAT00000282,745.348,2528555.82,EUR,L,0002,0006
0000000736,000030,MAT00000165,979.738,3195787.79,EUR,L,0003,0005
0000000736,000040,MAT00000158,336.011,705182.93,EUR,KG,0002,0006
0000000736,000050,MAT00000275,227.197,286268.22,EUR,KG,0001,0004
0000000737,000010,MAT00000224,462.814,1272831.06,COP,M,0004,0007
0000000737,000020,MAT00000216,118.346,141124.05,COP,L,0001,0005
0000000738,000010,MAT00000154,290.038,1269496.33,EUR,KG,0003,0009
0000000738,000020,MAT00000214,531.582,2473871.0,EUR,KG,0004,0004
0000000738,000030,MAT00000235,845.822,1678339.22,EUR,UN,0003,0005
0000000739,000010,MAT00000028,390.385,1134290.94,EUR,KG,0004,0004
0000000739,000020,MAT00000001,64.097,283937.53,EUR,ST,0001,0001
0000000739,000030,MAT00000171,717.86,1653468.47,EUR,M,0004,0005
0000000739,000040,MAT00000116,564.67,250402.91,EUR,L,0003,0007
0000000739,000050,MAT00000288,435.752,1031921.74,EUR,L,0003,0008
0000000740,000010,MAT00000266,391.58,287932.69,COP,L,0001,0009
0000000740,000020,MAT00000252,331.221,1136498.74,COP,KG,0001,0007
0000000740,000030,MAT00000163,486.048,1727949.24,COP,UN,0002,0005
0000000741,000010,MAT00000285,346.147,789775.92,COP,KG,0001,0004
0000000741,000020,MAT00000007,649.725,2983381.27,COP,UN,0004,0007
0000000741,000030,MAT00000056,839.484,2755413.15,COP,L,0001,0002
0000000742,000010,MAT00000192,125.028,131849.53,USD,UN,0003,0002
0000000742,000020,MAT00000087,197.747,714133.63,USD,ST,0001,0006
0000000742,000030,MAT00000026,676.768,708068.52,USD,L,0004,0008
0000000743,000010,MAT00000131,889.22,3531723.97,COP,L,0003,0007
0000000743,000020,MAT00000243,966.45,3584321.44,COP,KG,0004,0001
0000000743,000030,MAT00000005,48.807,189958.8,COP,M,0001,0007
0000000743,000040,MAT00000203,894.691,347265.36,COP,KG,0004,0008
0000000744,000010,MAT00000068,787.351,3800740.11,COP,ST,0001,0005
0000000745,000010,MAT00000065,280.481,1242115.72,COP,ST,0004,0007
0000000745,000020,MAT00000023,751.819,3032003.33,COP,ST,0002,0009
0000000745,000030,MAT00000181,340.374,1298060.5,COP,UN,0003,0008
0000000746,000010,MAT00000204,530.102,2107144.85,USD,L,0003,0009
0000000746,000020,MAT00000093,648.154,1451903.85,USD,UN,0002,0005
0000000746,000030,MAT00000269,252.118,290228.16,USD,L,0002,0004
0000000747,000010,MAT00000075,943.511,4430793.7,USD,L,0001,0001
0000000747,000020,MAT00000011,823.564,3913485.54,USD,ST,0001,0004
0000000747,000030,MAT00000286,474.932,1544592.85,USD,KG,0001,0005
0000000747,000040,MAT00000238,191.912,201714.86,USD,M,0002,0001
0000000748,000010,MAT00000103,637.315,2944420.79,USD,KG,0003,0004
0000000748,000020,MAT00000144,106.003,125690.94,USD,KG,0003,0006
0000000748,000030,MAT00000179,955.522,3448326.01,USD,UN,0003,0001
0000000748,000040,MAT00000055,264.008,446690.98,USD,M,0001,0008
0000000749,000010,MAT00000027,30.739,20912.97,EUR,ST,0001,0001
0000000749,000020,MAT00000226,441.41,1060606.71,EUR,M,0004,0006
0000000750,000010,MAT00000189,36.874,53387.28,EUR,L,0003,0007
0000000750,000020,MAT00000095,173.634,713250.27,EUR,UN,0002,0007
0000000750,000030,MAT00000172,474.461,825609.59,EUR,ST,0001,0003
0000000751,000010,MAT00000300,863.9,2565567.02,USD,UN,0002,0001
0000000751,000020,MAT00000067,522.312,139875.15,USD,L,0001,0004
0000000751,000030,MAT00000089,684.817,943739.46,USD,UN,0001,0002
0000000751,000040,MAT00000055,394.144,824423.12,USD,M,0002,0008
0000000751,000050,MAT00000294,646.877,787055.25,USD,KG,0001,0009
0000000752,000010,MAT00000184,940.843,1669102.52,USD,ST,0004,0009
0000000753,000010,MAT00000050,788.195,985622.08,USD,KG,0001,0009
0000000753,000020,MAT00000168,514.095,1927373.0,USD,KG,0003,0001
0000000753,000030,MAT00000028,116.21,512397.78,USD,KG,0004,0003
0000000753,000040,MAT00000017,695.217,2030986.09,USD,KG,0001,0008
0000000754,000010,MAT00000236,910.444,2487068.98,COP,ST,0001,0001
0000000754,000020,MAT00000261,805.993,3526638.49,COP,ST,0003,0005
0000000755,000010,MAT00000102,37.247,98807.72,EUR,L,0004,0005
0000000755,000020,MAT00000224,573.431,532946.77,EUR,M,0003,0004
0000000755,000030,MAT00000142,111.389,148148.48,EUR,KG,0002,0006
0000000755,000040,MAT00000184,292.961,521517.45,EUR,ST,0003,0003
0000000756,000010,MAT00000080,92.494,335522.91,EUR,UN,0002,0003
0000000756,000020,MAT00000126,304.553,273637.82,EUR,KG,0004,0006
0000000756,000030,MAT00000235,191.104,862091.17,EUR,UN,0004,0006
0000000756,000040,MAT00000292,325.335,220154.19,EUR,ST,0004,0007
0000000756,000050,MAT00000283,589.749,1189281.94,EUR,ST,0004,0002
0000000757,000010,MAT00000209,84.029,95860.28,EUR,L,0004,0006
0000000757,000020,MAT00000131,56.102,266211.28,EUR,L,0003,0007
0000000758,000010,MAT00000235,750.942,2693538.84,USD,UN,0001,0003
0000000758,000020,MAT00000298,715.032,723183.36,USD,ST,0003,0004
0000000758,000030,MAT00000045,82.255,284181.98,USD,KG,0001,0002
0000000758,000040,MAT00000075,772.2,3059016.25,USD,L,0003,0006
0000000758,000050,MAT00000023,36.38,86302.09,USD,ST,0002,0003
0000000759,000010,MAT00000220,414.63,2059015.26,EUR,KG,0001,0009
0000000759,000020,MAT00000245,978.134,3856596.52,EUR,UN,0003,0003
0000000759,000030,MAT00000141,712.835,2825086.29,EUR,M,0001,0007
0000000760,000010,MAT00000024,393.589,1504871.8,USD,ST,0001,0007
0000000760,000020,MAT00000288,758.094,1019219.48,USD,L,0003,0006
0000000760,000030,MAT00000248,596.295,1542650.94,USD,KG,0002,0004
0000000761,000010,MAT00000153,470.66,166481.86,USD,KG,0003,0007
0000000761,000020,MAT00000065,631.297,2628468.19,USD,ST,0004,0003
0000000762,000010,MAT00000280,674.152,1547273.22,COP,M,0003,0009
0000000763,000010,MAT00000164,977.604,952978.16,EUR,L,0001,0001
0000000763,000020,MAT00000203,432.022,858241.94,EUR,KG,0002,0009
0000000764,000010,MAT00000195,276.693,308980.31,COP,KG,0001,0007
0000000765,000010,MAT00000164,543.979,2224177.82,COP,L,0004,0003
0000000765,000020,MAT00000038,143.481,236845.52,COP,UN,0001,0007
0000000766,000010,MAT00000120,835.756,2378519.79,USD,UN,0001,0006
0000000767,000010,MAT00000052,338.598,229000.6,EUR,L,0004,0005
0000000767,000020,MAT00000058,612.338,465958.6,EUR,L,0001,0006
0000000768,000010,MAT00000137,625.418,271262.55,EUR,L,0001,0009
0000000768,000020,MAT00000230,527.128,2378580.76,EUR,L,0003,0009
0000000769,000010,MAT00000229,195.018,670709.81,COP,L,0002,0004
0000000769,000020,MAT00000089,388.856,66272.73,COP,UN,0002,0008
0000000770,000010,MAT00000103,122.314,542127.45,COP,KG,0003,0003
0000000771,000010,MAT00000057,57.593,287865.94,USD,ST,0001,0001
0000000771,000020,MAT00000005,772.111,3374912.62,USD,M,0002,0008
0000000771,000030,MAT00000025,803.369,2654226.74,USD,L,0004,0002
0000000772,000010,MAT00000066,718.059,648471.9,USD,ST,0002,0003
0000000772,000020,MAT00000068,653.518,3212864.4,USD,ST,0002,0008
0000000772,000030,MAT00000152,420.843,365367.48,USD,UN,0001,0008
0000000772,000040,MAT00000028,453.161,169065.31,USD,KG,0004,0002
0000000773,000010,MAT00000166,705.411,1403958.35,EUR,L,0002,0008
0000000773,000020,MAT00000194,495.6,2285717.11,EUR,UN,0004,0007
0000000773,000030,MAT00000113,701.593,1389336.55,EUR,UN,0004,0004
0000000773,000040,MAT00000100,873.166,3717626.49,EUR,KG,0003,0008
0000000774,000010,MAT00000143,31.548,83162.42,COP,L,0001,0006
0000000774,000020,MAT00000051,9.609,26806.13,COP,L,0003,0007
0000000775,000010,MAT00000265,382.14,219719.04,COP,ST,0003,0006
0000000775,000020,MAT00000099,316.693,122690.04,COP,KG,0002,0006
0000000775,000030,MAT00000293,164.722,722536.58,COP,M,0004,0007
0000000775,000040,MAT00000213,487.637,1270908.81,COP,ST,0004,0009
0000000775,000050,MAT00000132,133.758,589242.78,COP,KG,0003,0009
0000000776,000010,MAT00000199,776.345,2465454.34,COP,M,0002,0005
0000000776,000020,MAT00000137,599.03,2409604.17,COP,L,0002,0003
0000000776,000030,MAT00000236,544.983,1059228.96,COP,ST,0001,0009
0000000777,000010,MAT00000004,351.508,56413.52,EUR,KG,0001,0001
0000000777,000020,MAT00000297,76.083,115804.41,EUR,KG,0002,0005
0000000777,000030,MAT00000074,585.366,1232248.11,EUR,ST,0002,0002
0000000777,000040,MAT00000079,117.81,377214.66,EUR,UN,0003,0002
0000000778,000010,MAT00000078,87.842,288663.75,USD,UN,0003,0003
0000000778,000020,MAT00000025,826.798,220192.84,USD,L,0001,0009
0000000778,000030,MAT00000229,672.281,1813975.49,USD,L,0004,0003
0000000778,000040,MAT00000276,800.137,2444570.56,USD,UN,0003,0008
0000000778,000050,MAT00000271,684.95,2664400.7,USD,M,0001,0002
0000000779,000010,MAT00000122,987.808,1233080.73,USD,L,0001,0005
0000000780,000010,MAT00000133,480.589,1426239.17,COP,ST,0002,0008
0000000780,000020,MAT00000064,855.341,1735076.33,COP,KG,0004,0001
0000000780,000030,MAT00000253,285.779,1005453.4,COP,ST,0002,0004
0000000780,000040,MAT00000185,37.085,105672.97,COP,M,0002,0004
0000000780,000050,MAT00000032,187.53,725416.67,COP,M,0002,0002
0000000781,000010,MAT00000291,429.036,507781.27,COP,KG,0002,0002
0000000781,000020,MAT00000022,403.244,30025.55,COP,KG,0004,0003
0000000781,000030,MAT00000046,362.751,1802241.28,COP,L,0003,0009
0000000782,000010,MAT00000165,518.327,2056104.73,USD,L,0001,0006
0000000783,000010,MAT00000124,573.543,2293701.69,USD,L,0002,0009
0000000783,000020,MAT00000211,342.186,670698.25,USD,UN,0003,0009
0000000783,000030,MAT00000207,578.413,332917.17,USD,L,0001,0007
0000000783,000040,MAT00000169,995.235,3480296.99,USD,KG,0002,0009
0000000784,000010,MAT00000058,99.626,111278.26,USD,L,0001,0007
0000000784,000020,MAT00000054,194.61,808042.13,USD,KG,0003,0008
0000000785,000010,MAT00000166,762.643,3428598.88,COP,L,0003,0009
0000000786,000010,MAT00000086,612.459,790053.74,EUR,M,0002,0006
0000000786,000020,MAT00000005,106.149,496135.12,EUR,M,0002,0004
0000000787,000010,MAT00000221,102.379,289876.92,COP,L,0004,0003
0000000787,000020,MAT00000224,985.956,4426143.82,COP,M,0004,0002
0000000788,000010,MAT00000070,670.996,1060858.1,EUR,M,0002,0007
0000000788,000020,MAT00000222,747.821,1798374.9,EUR,ST,0001,0007
0000000788,000030,MAT00000189,460.88,652555.38,EUR,L,0003,0009
0000000788,000040,MAT00000012,147.079,471701.47,EUR,KG,0003,0001
0000000789,000010,MAT00000052,32.998,150199.64,USD,L,0002,0004
0000000789,000020,MAT00000239,48.518,217998.65,USD,L,0004,0002
0000000790,000010,MAT00000060,365.883,312921.44,COP,ST,0003,0003
0000000790,000020,MAT00000050,690.145,1506641.75,COP,KG,0002,0005
0000000790,000030,MAT00000107,568.489,2531771.45,COP,UN,0002,0006
0000000790,000040,MAT00000219,966.19,2622693.77,COP,L,0003,0001
0000000790,000050,MAT00000020,402.966,1422917.27,COP,L,0003,0009
0000000791,000010,MAT00000040,337.165,855893.35,EUR,KG,0002,0006
0000000791,000020,MAT00000287,818.453,2812982.04,EUR,ST,0003,0002
0000000791,000030,MAT00000259,796.292,2531667.08,EUR,KG,0003,0004
0000000791,000040,MAT00000224,796.815,3384670.92,EUR,M,0004,0006
0000000792,000010,MAT00000018,44.852,87587.88,USD,KG,0002,0003
0000000792,000020,MAT00000250,496.165,1713381.79,USD,L,0001,0001
0000000792,000030,MAT00000085,907.374,2944973.05,USD,M,0003,0004
0000000792,000040,MAT00000065,782.3,358090.0,USD,ST,0003,0007
0000000792,000050,MAT00000017,863.01,520403.66,USD,KG,0004,0002
0000000793,000010,MAT00000137,370.4,540702.51,USD,L,0001,0003
0000000793,000020,MAT00000173,71.641,77487.62,USD,UN,0003,0002
0000000793,000030,MAT00000252,375.229,1235610.34,USD,KG,0002,0008
0000000793,000040,MAT00000279,224.63,118294.65,USD,M,0004,0006
0000000794,000010,MAT00000128,935.718,3429340.97,EUR,KG,0002,0003
0000000794,000020,MAT00000088,55.983,16218.28,EUR,L,0002,0003
0000000795,000010,MAT00000032,738.066,1672664.21,COP,M,0001,0003
0000000795,000020,MAT00000053,518.954,1173915.46,COP,L,0003,0005
0000000795,000030,MAT00000090,478.927,424698.1,COP,ST,0003,0006
0000000796,000010,MAT00000233,253.697,540169.12,USD,UN,0001,0005
0000000796,000020,MAT00000124,720.794,414052.91,USD,L,0004,0009
0000000796,000030,MAT00000075,28.984,64002.47,USD,L,0003,0003
0000000797,000010,MAT00000171,249.424,927263.65,EUR,M,0004,0002
0000000797,000020,MAT00000100,299.761,182761.28,EUR,KG,0002,0008
0000000797,000030,MAT00000056,192.085,544728.09,EUR,L,0003,0006
0000000797,000040,MAT00000017,163.353,735139.14,EUR,KG,0003,0004
0000000798,000010,MAT00000047,368.952,875744.47,EUR,ST,0004,0009
0000000799,000010,MAT00000213,954.627,957834.55,USD,ST,0001,0004
0000000799,000020,MAT00000095,810.986,293009.24,USD,UN,0003,0006
0000000799,000030,MAT00000029,600.105,944199.21,USD,KG,0001,0009
0000000799,000040,MAT00000119,301.925,528251.0,USD,L,0002,0002
0000000800,000010,MAT00000165,849.246,2717230.52,USD,L,0001,0006
0000000800,000020,MAT00000089,431.683,818760.2,USD,UN,0002,0008
0000000800,000030,MAT00000140,177.682,287722.24,USD,L,0003,0004
0000000800,000040,MAT00000296,416.995,1872728.71,USD,UN,0001,0003
0000000800,000050,MAT00000298,577.469,2670869.2,USD,ST,0003,0006
0000000801,000010,MAT00000002,630.971,2802356.74,EUR,KG,0004,0005
0000000801,000020,MAT00000232,412.629,677161.33,EUR,M,0002,0009
0000000801,000030,MAT00000205,555.178,1900951.68,EUR,M,0003,0004
0000000801,000040,MAT00000082,952.669,2285100.44,EUR,KG,0004,0002
0000000802,000010,MAT00000160,227.245,253010.04,USD,KG,0002,0004
0000000803,000010,MAT00000014,407.836,1160725.73,EUR,L,0003,0005
0000000803,000020,MAT00000130,424.522,1190775.72,EUR,ST,0004,0002
0000000803,000030,MAT00000230,276.96,13307.93,EUR,L,0003,0006
0000000804,000010,MAT00000279,7.256,3385.87,EUR,M,0004,0006
0000000804,000020,MAT00000105,181.557,398862.57,EUR,KG,0001,0002
0000000805,000010,MAT00000253,784.253,2543536.38,COP,ST,0004,0005
0000000806,000010,MAT00000202,311.228,592030.35,COP,ST,0003,0009
0000000806,000020,MAT00000263,614.309,2219658.14,COP,M,0002,0002
0000000806,000030,MAT00000160,495.374,1336697.39,COP,KG,0004,0001
0000000806,000040,MAT00000129,29.797,114640.38,COP,UN,0002,0007
0000000806,000050,MAT00000142,639.525,2727554.94,COP,KG,0001,0003
0000000807,000010,MAT00000265,313.407,517297.06,USD,ST,0002,0006
0000000807,000020,MAT00000033,991.066,590566.32,USD,M,0003,0005
0000000807,000030,MAT00000015,89.536,272235.1,USD,L,0003,0006
0000000808,000010,MAT00000267,825.647,3056916.74,USD,UN,0002,0005
0000000808,000020,MAT00000099,480.336,414020.81,USD,KG,0001,0001
0000000808,000030,MAT00000180,169.567,769411.96,USD,M,0003,0007
0000000808,000040,MAT00000125,203.031,50540.51,USD,ST,0002,0008
0000000808,000050,MAT00000135,118.717,105036.05,USD,M,0004,0002
0000000809,000010,MAT00000247,460.567,70973.37,EUR,ST,0004,0001
0000000809,000020,MAT00000096,698.263,2699980.52,EUR,ST,0001,0006
0000000809,000030,MAT00000287,110.242,103344.16,EUR,ST,0004,0001
0000000810,000010,MAT00000229,957.67,2769610.37,EUR,L,0002,0003
0000000810,000020,MAT00000011,695.234,2960633.13,EUR,ST,0003,0003
0000000810,000030,MAT00000219,635.854,2461149.21,EUR,L,0002,0007
0000000811,000010,MAT00000093,398.884,1824954.13,EUR,UN,0003,0008
0000000811,000020,MAT00000224,749.105,3718744.5,EUR,M,0004,0004
0000000812,000010,MAT00000053,691.344,2306517.16,COP,L,0001,0009
0000000812,000020,MAT00000113,848.234,3334526.61,COP,UN,0002,0009
0000000812,000030,MAT00000143,115.151,253726.02,COP,L,0001,0001
0000000812,000040,MAT00000213,744.604,2093692.42,COP,ST,0001,0006
0000000813,000010,MAT00000266,777.722,2758953.24,USD,L,0003,0007
0000000814,000010,MAT00000243,481.099,1605056.92,EUR,KG,0004,0001
0000000814,000020,MAT00000015,632.585,377545.71,EUR,L,0001,0001
0000000815,000010,MAT00000282,31.179,94825.63,COP,L,0002,0007
0000000815,000020,MAT00000084,428.592,1613018.85,COP,M,0004,0009
0000000815,000030,MAT00000019,863.64,3884264.08,COP,KG,0003,0001
0000000816,000010,MAT00000273,542.769,1004383.18,EUR,ST,0002,0007
0000000816,000020,MAT00000242,895.32,4185638.91,EUR,M,0004,0007
0000000817,000010,MAT00000108,826.545,1966689.44,EUR,M,0002,0006
0000000817,000020,MAT00000091,655.773,2479871.18,EUR,ST,0003,0002
0000000817,000030,MAT00000270,641.33,2546612.4,EUR,ST,0003,0008
0000000818,000010,MAT00000264,541.32,71243.13,USD,L,0002,0002
0000000819,000010,MAT00000055,79.434,305813.75,EUR,M,0002,0008
0000000820,000010,MAT00000254,35.738,56419.94,COP,ST,0001,0009
0000000820,000020,MAT00000168,632.829,1250147.36,COP,KG,0001,0007
0000000820,000030,MAT00000096,85.191,108678.16,COP,ST,0004,0005
0000000821,000010,MAT00000239,904.525,1812613.83,USD,L,0003,0008
0000000821,000020,MAT00000150,242.627,1084069.57,USD,ST,0004,0003
0000000821,000030,MAT00000184,50.644,193451.47,USD,ST,0003,0006
0000000821,000040,MAT00000045,546.445,2070676.83,USD,KG,0003,0004
0000000822,000010,MAT00000035,653.851,872799.55,COP,L,0002,0002
0000000822,000020,MAT00000054,271.114,7610.17,COP,KG,0003,0008
0000000822,000030,MAT00000272,160.025,465170.27,COP,UN,0003,0002
0000000822,000040,MAT00000241,406.249,1412527.77,COP,L,0001,0005
0000000822,000050,MAT00000269,993.461,2263332.65,COP,L,0002,0002
0000000823,000010,MAT00000179,47.795,45777.1,COP,UN,0004,0009
0000000823,000020,MAT00000014,124.518,255515.92,COP,L,0002,0002
0000000823,000030,MAT00000277,912.813,2077297.67,COP,ST,0001,0007
0000000824,000010,MAT00000292,155.206,132283.63,COP,ST,0004,0004
0000000824,000020,MAT00000192,658.767,1222974.58,COP,UN,0002,0001
0000000824,000030,MAT00000068,686.431,3328201.89,COP,ST,0003,0005
0000000825,000010,MAT00000050,194.36,70931.68,COP,KG,0003,0009
0000000825,000020,MAT00000159,755.328,3516051.84,COP,UN,0001,0008
0000000825,000030,MAT00000034,706.073,854644.88,COP,KG,0001,0003
0000000826,000010,MAT00000183,404.554,64574.91,EUR,KG,0001,0004
0000000827,000010,MAT00000131,890.608,3319589.92,EUR,L,0004,0006
0000000827,000020,MAT00000261,279.253,644951.56,EUR,ST,0002,0002
0000000827,000030,MAT00000023,653.953,524326.44,EUR,ST,0001,0007
0000000827,000040,MAT00000275,121.164,9146.67,EUR,KG,0004,0007
0000000827,000050,MAT00000053,195.563,797715.17,EUR,L,0002,0005
0000000828,000010,MAT00000166,784.223,3349714.44,USD,L,0001,0001
0000000828,000020,MAT00000065,749.268,862212.66,USD,ST,0004,0008
0000000829,000010,MAT00000144,470.452,323144.07,EUR,KG,0001,0003
0000000830,000010,MAT00000266,982.603,4081693.56,USD,L,0001,0004
0000000830,000020,MAT00000291,957.599,1041925.17,USD,KG,0002,0009
0000000831,000010,MAT00000286,491.178,616541.36,EUR,KG,0002,0002
0000000832,000010,MAT00000269,928.863,416390.71,EUR,L,0003,0005
0000000833,000010,MAT00000110,887.901,1837653.18,COP,L,0003,0009
0000000834,000010,MAT00000248,761.125,2535254.1,COP,KG,0003,0009
0000000834,000020,MAT00000147,388.532,570497.08,COP,UN,0002,0008
0000000835,000010,MAT00000047,255.515,1264630.61,COP,ST,0003,0005
0000000835,000020,MAT00000198,681.83,2889043.26,COP,L,0002,0004
0000000835,000030,MAT00000027,495.057,1169280.08,COP,ST,0002,0002
0000000835,000040,MAT00000069,741.752,1273669.78,COP,ST,0004,0007
0000000836,000010,MAT00000147,950.459,4245301.16,USD,UN,0003,0007
0000000837,000010,MAT00000132,957.633,4698990.22,COP,KG,0004,0007
0000000838,000010,MAT00000161,230.198,857038.66,EUR,KG,0002,0001
0000000839,000010,MAT00000113,720.581,23851.23,USD,UN,0002,0007
0000000839,000020,MAT00000059,913.625,2223818.07,USD,L,0003,0004
0000000840,000010,MAT00000065,552.134,266459.87,EUR,ST,0001,0009
0000000840,000020,MAT00000158,876.589,3601860.37,EUR,KG,0002,0009
0000000840,000030,MAT00000090,15.095,3974.36,EUR,ST,0004,0003
0000000841,000010,MAT00000275,465.912,1747002.27,USD,KG,0001,0007
0000000841,000020,MAT00000147,986.186,2548620.2,USD,UN,0004,0009
