VBELN,ERDAT,KUNNR,VKORG,VTWEG,SPART,NETWR,WAERK,AUART
0000000849,20200411,0000000475,2000,20,03,279048.53,COP,CR
0000000850,20210828,0000000466,1000,10,03,224175.54,COP,RE
0000000851,20221218,0000000304,1000,10,04,609751.26,COP,RE
0000000852,20230821,0000000077,2000,30,04,97037.68,EUR,OR
0000000853,20220215,0000000333,2000,20,02,307155.35,EUR,RE
0000000854,20200928,0000000454,2000,30,02,608949.99,USD,ZOR
0000000855,20210301,0000000357,1000,10,01,110455.67,EUR,OR
0000000856,20240229,0000000248,2000,30,03,368875.15,EUR,CR
0000000857,20211021,0000000324,1000,10,01,476515.73,USD,ZOR
0000000858,20200124,0000000086,1000,10,03,973350.56,COP,ZOR
0000000859,20240704,0000000126,1000,20,03,801745.59,COP,CR
0000000860,20221019,0000000342,1000,10,01,301858.65,COP,ZOR
0000000861,20240619,0000000240,1000,20,01,100945.33,USD,CR
0000000862,20231003,0000000069,2000,30,01,131225.69,COP,RE
0000000863,20230410,0000000112,1000,30,04,688246.18,EUR,RE
0000000864,20210207,0000000261,1000,30,01,244106.69,COP,RE
0000000865,20241023,0000000047,1000,30,04,143246.93,USD,OR
0000000866,20230525,0000000100,1000,10,04,344635.3,COP,OR
0000000867,20220603,0000000102,1000,10,03,592314.51,USD,RE
0000000868,20230708,0000000185,2000,30,01,734572.24,USD,ZOR
0000000869,20230124,0000000284,2000,20,04,393236.37,USD,ZOR
0000000870,20240314,0000000362,2000,10,03,223134.66,USD,RE
0000000871,20200228,0000000332,1000,30,02,451096.13,EUR,OR
0000000872,20200420,0000000369,2000,20,04,967666.58,USD,ZOR
0000000873,20231009,0000000065,2000,10,02,474911.56,EUR,ZOR
0000000874,20241017,0000000172,2000,10,03,782816.46,COP,CR
0000000875,20230726,0000000013,1000,20,04,905039.07,COP,ZOR
0000000876,20240821,0000000323,2000,30,05,562613.04,USD,OR
0000000877,20230110,0000000399,2000,30,02,767248.01,USD,ZOR
0000000878,20200407,0000000440,1000,10,02,932764.0,USD,RE
0000000879,20221116,0000000383,1000,20,04,156997.1,COP,CR
0000000880,20221001,0000000058,1000,10,02,588577.99,COP,ZOR
0000000881,20201029,0000000037,2000,20,05,348857.42,COP,OR
0000000882,20240606,0000000304,1000,10,03,597730.42,EUR,ZOR
0000000883,20200312,0000000183,1000,30,03,42484.77,USD,CR
0000000884,20240530,0000000065,1000,30,01,50048.63,EUR,ZOR
0000000885,20230216,0000000356,2000,10,05,600318.05,USD,ZOR
0000000886,20200326,0000000470,1000,10,05,547373.82,EUR,ZOR
0000000887,20200726,0000000382,1000,10,01,231940.01,COP,CR
0000000888,20200229,0000000098,1000,20,03,563572.76,USD,ZOR
0000000889,20201211,0000000206,1000,20,02,791347.13,EUR,ZOR
0000000890,20220821,0000000310,1000,30,03,837820.29,USD,CR
0000000891,20230528,0000000002,1000,10,02,216524.23,EUR,OR
0000000892,20220625,0000000298,1000,20,03,857245.02,COP,ZOR
0000000893,20221008,0000000295,1000,30,03,586487.04,COP,RE
0000000894,20230622,0000000355,1000,10,02,485905.24,COP,ZOR
0000000895,20240605,0000000159,2000,30,01,328522.84,COP,ZOR
0000000896,20210831,0000000473,2000,10,01,98830.64,COP,CR
0000000897,20220923,0000000015,2000,10,02,686147.79,COP,CR
0000000898,20211004,0000000126,2000,10,03,760649.39,USD,OR
0000000899,20240304,0000000127,2000,20,02,928194.37,USD,RE
0000000900,20220201,0000000273,2000,30,01,125879.25,EUR,OR
0000000901,20220225,0000000406,2000,10,03,567660.95,USD,RE
0000000902,20241019,0000000318,2000,10,05,615662.81,USD,RE
0000000903,20230902,0000000405,2000,20,04,980617.16,EUR,OR
0000000904,20230821,0000000008,1000,20,01,970995.13,USD,OR
0000000905,20210902,0000000093,2000,10,05,850946.12,COP,RE
0000000906,20240905,0000000433,1000,20,01,420290.04,EUR,OR
0000000907,20210227,0000000075,1000,20,01,84866.78,USD,CR
0000000908,20211010,0000000108,1000,10,03,778605.4,COP,RE
0000000909,20211228,0000000230,1000,10,03,245351.2,EUR,ZOR
0000000910,20201026,0000000393,2000,30,04,452679.26,EUR,ZOR
0000000911,20231006,0000000262,1000,20,03,8520.8,COP,OR
0000000912,20200920,0000000130,1000,10,01,605549.2,USD,ZOR
0000000913,20200320,0000000476,2000,10,05,468385.85,EUR,CR
0000000914,20220828,0000000201,2000,10,04,249550.56,COP,OR
0000000915,20200908,0000000104,1000,20,04,825004.37,COP,OR
0000000916,20230718,0000000239,2000,10,03,14062.23,USD,RE
0000000917,20200725,0000000223,1000,30,05,468606.02,COP,ZOR
0000000918,20220408,0000000064,2000,30,02,929846.54,USD,CR
0000000919,20200627,0000000236,2000,20,03,547791.61,EUR,OR
0000000920,20200425,0000000242,2000,30,02,977467.92,USD,RE
0000000921,20220825,0000000010,2000,30,04,275388.74,EUR,OR
0000000922,20241213,0000000454,2000,10,03,210621.77,COP,OR
0000000923,20220923,0000000214,1000,30,01,487197.48,USD,ZOR
0000000924,20240109,0000000493,2000,20,03,226177.64,COP,ZOR
0000000925,20240216,0000000278,1000,20,02,349556.47,USD,CR
0000000926,20210401,0000000499,2000,30,04,317604.43,COP,ZOR
0000000927,20220908,0000000409,2000,30,01,973373.42,USD,RE
0000000928,20220802,0000000456,2000,30,04,23747.76,EUR,ZOR
0000000929,20211107,0000000240,2000,20,01,373708.61,EUR,CR
0000000930,20200902,0000000340,2000,10,05,936176.05,COP,RE
0000000931,20201008,0000000359,1000,10,05,438000.18,EUR,CR
0000000932,20200913,0000000079,1000,30,03,851293.64,USD,OR
0000000933,20201102,0000000062,1000,30,02,711078.07,USD,CR
0000000934,20231121,0000000300,2000,10,02,328157.55,EUR,CR
0000000935,20200415,0000000313,1000,30,03,494503.08,EUR,RE
0000000936,20230623,0000000260,1000,20,03,239082.83,EUR,ZOR
0000000937,20240424,0000000453,1000,30,03,674439.51,EUR,RE
0000000938,20220118,0000000038,2000,20,05,23545.89,COP,CR
0000000939,20200601,0000000178,2000,30,05,262252.31,EUR,RE
0000000940,20200420,0000000191,1000,30,04,126687.48,COP,CR
0000000941,20231005,0000000008,2000,20,05,162760.06,USD,OR
0000000942,20220630,0000000146,1000,20,05,840671.86,USD,CR
0000000943,20210527,0000000212,2000,10,01,328865.23,USD,OR
0000000944,20210813,0000000276,2000,20,04,325616.16,USD,CR
0000000945,20210730,0000000110,2000,30,05,217621.86,EUR,CR
0000000946,20200110,0000000447,1000,20,04,409794.09,COP,RE
0000000947,20231027,0000000084,1000,30,04,734615.01,COP,RE
0000000948,20220920,0000000058,1000,10,03,161354.63,USD,RE
0000000949,20231224,0000000014,1000,30,01,725751.24,USD,ZOR
0000000950,20220326,0000000222,1000,20,03,996041.97,EUR,ZOR
0000000951,20231213,0000000336,1000,10,01,849372.62,USD,ZOR
0000000952,20241204,0000000302,1000,20,03,793101.6,COP,CR
0000000953,20220929,0000000462,1000,30,02,232370.18,EUR,CR
0000000954,20200104,0000000430,2000,30,05,195257.1,USD,OR
0000000955,20210112,0000000244,2000,10,02,405978.69,EUR,OR
0000000956,20201102,0000000259,2000,20,02,317307.36,USD,CR
0000000957,20211213,0000000477,1000,20,03,250141.59,EUR,CR
0000000958,20231224,0000000402,2000,30,03,137922.93,USD,OR
0000000959,20200724,0000000483,2000,10,05,834367.94,COP,CR
0000000960,20221212,0000000137,2000,30,05,922332.68,EUR,CR
0000000961,20210322,0000000472,2000,30,05,294258.32,USD,ZOR
0000000962,20211029,0000000357,1000,20,03,785403.14,EUR,RE
0000000963,20230226,0000000312,1000,20,05,632253.0,EUR,ZOR
0000000964,20240410,0000000034,2000,10,01,79074.77,EUR,CR
0000000965,20240725,0000000330,1000,20,05,683252.14,USD,RE
0000000966,20220709,0000000050,1000,20,02,592122.72,USD,CR
0000000967,20220521,0000000496,2000,30,05,509298.25,EUR,OR
0000000968,20240418,0000000242,1000,10,05,268188.98,EUR,OR
0000000969,20231216,0000000056,1000,30,03,826781.58,EUR,CR
0000000970,20200403,0000000254,2000,10,03,565573.16,USD,CR
0000000971,20221011,0000000159,1000,10,02,533286.39,USD,RE
0000000972,20240206,0000000049,2000,10,04,239536.11,COP,RE
0000000973,20200402,0000000428,2000,20,05,560820.17,USD,RE
0000000974,20220228,0000000352,2000,10,02,879652.6,EUR,OR
0000000975,20240401,0000000500,2000,10,05,149220.97,EUR,CR
0000000976,20240207,0000000485,1000,20,03,883239.26,COP,CR
0000000977,20210928,0000000256,1000,30,05,445714.91,USD,RE
0000000978,20230318,0000000042,2000,30,01,482278.92,COP,ZOR
0000000979,20240717,0000000078,2000,30,03,642248.3,USD,RE
0000000980,20241225,0000000098,1000,30,01,358290.05,COP,ZOR
0000000981,20240514,0000000395,2000,30,02,389817.73,EUR,CR
0000000982,20240304,0000000001,2000,20,03,785004.04,USD,RE
0000000983,20240103,0000000350,1000,10,02,212374.84,USD,ZOR
0000000984,20220503,0000000393,2000,10,03,443691.53,EUR,CR
0000000985,20230401,0000000353,1000,10,01,865045.04,COP,RE
0000000986,20230320,0000000446,2000,10,04,626449.27,EUR,RE
0000000987,20240726,0000000138,1000,30,05,138892.98,USD,ZOR
0000000988,20231021,0000000302,2000,10,02,371366.82,USD,CR
0000000989,20201011,0000000153,2000,10,02,34003.15,COP,RE
0000000990,20211126,0000000276,2000,10,05,658022.09,USD,OR
0000000991,20200326,0000000260,2000,10,04,863512.85,USD,RE
0000000992,20221006,0000000441,1000,20,03,686043.36,COP,CR
0000000993,20200829,0000000116,1000,20,05,360944.81,EUR,ZOR
0000000994,20220823,0000000064,1000,10,05,29732.23,COP,CR
0000000995,20221223,0000000164,1000,20,02,724111.96,USD,ZOR
0000000996,20240916,0000000214,2000,10,03,903220.57,COP,CR
0000000997,20200613,0000000239,1000,10,05,509605.0,COP,ZOR
0000000998,20210522,0000000494,1000,20,02,231893.8,EUR,ZOR
0000000999,20210222,0000000065,1000,10,01,764130.87,EUR,RE
0000001000,20230530,0000000451,2000,10,05,638580.41,USD,RE
0000001001,20230625,0000000182,1000,10,02,254529.97,USD,ZOR
0000001002,20220123,0000000235,2000,10,04,670176.33,COP,RE
0000001003,20200503,0000000485,1000,10,04,604259.64,USD,OR
0000001004,20240304,0000000003,2000,30,03,704975.61,USD,ZOR
0000001005,20240423,0000000374,1000,10,05,510586.8,COP,RE
0000001006,20210130,0000000244,2000,10,01,74068.4,COP,ZOR
0000001007,20230210,0000000498,2000,10,04,313558.13,COP,ZOR
0000001008,20230626,0000000329,2000,10,01,259134.42,EUR,CR
0000001009,20240603,0000000430,1000,30,02,53923.74,USD,ZOR
0000001010,20200913,0000000496,1000,20,01,964646.62,EUR,OR
0000001011,20201230,0000000033,2000,30,03,365642.07,EUR,CR
0000001012,20241013,0000000429,2000,10,01,309906.77,EUR,CR
0000001013,20240419,0000000004,2000,30,01,808221.11,USD,ZOR
0000001014,20220508,0000000362,2000,30,03,314015.08,EUR,OR
0000001015,20240423,0000000044,1000,30,01,679394.79,USD,CR
0000001016,20210528,0000000337,1000,20,05,869631.81,EUR,ZOR
0000001017,20221019,0000000028,2000,20,02,22383.39,EUR,OR
0000001018,20230621,0000000086,1000,10,05,145893.52,EUR,ZOR
0000001019,20201009,0000000061,2000,10,02,269573.17,EUR,RE
0000001020,20241129,0000000063,2000,30,01,566443.31,COP,OR
0000001021,20211109,0000000230,1000,20,04,600166.33,EUR,RE
0000001022,20200328,0000000205,2000,10,05,993735.76,EUR,CR
0000001023,20210406,0000000067,1000,10,04,13158.95,USD,ZOR
0000001024,20240827,0000000149,2000,10,02,452700.29,EUR,RE
0000001025,20240510,0000000143,2000,20,04,664634.64,USD,OR
0000001026,20200830,0000000384,2000,10,02,674569.96,EUR,OR
0000001027,20230618,0000000310,1000,10,02,731387.29,EUR,RE
0000001028,20240313,0000000253,1000,10,01,352750.2,USD,CR
0000001029,20200823,0000000185,2000,30,04,210520.94,EUR,RE
0000001030,20220531,0000000265,1000,10,01,578997.72,EUR,CR
0000001031,20240507,0000000106,2000,30,02,619574.72,USD,RE
0000001032,20200122,0000000454,2000,20,02,128136.08,USD,CR
0000001033,20210210,0000000031,2000,20,02,685062.95,EUR,CR
0000001034,20201029,0000000067,1000,20,01,580308.27,COP,RE
0000001035,20210928,0000000082,2000,20,05,895054.57,COP,CR
0000001036,20200115,0000000148,2000,30,01,624441.82,COP,OR
0000001037,20200118,0000000455,2000,20,02,876144.05,EUR,OR
0000001038,20230504,0000000076,2000,20,01,926255.09,USD,OR
0000001039,20240618,0000000392,1000,30,05,140935.57,USD,RE
0000001040,20240712,0000000347,1000,10,03,459561.21,EUR,RE
0000001041,20221115,0000000300,1000,30,04,155262.03,COP,ZOR
0000001042,20230102,0000000307,2000,20,03,86410.49,COP,RE
0000001043,20231104,0000000190,1000,30,05,367700.56,USD,OR
0000001044,20230509,0000000422,2000,20,02,277180.08,COP,OR
0000001045,20240819,0000000451,2000,10,01,293414.43,COP,ZOR
0000001046,20240103,0000000041,1000,30,03,347225.91,EUR,CR
0000001047,20240216,0000000292,2000,10,02,914150.84,EUR,OR
0000001048,20240603,0000000142,1000,10,02,306439.43,USD,OR
0000001049,20221106,0000000315,1000,20,03,115452.63,USD,CR
0000001050,20211023,0000000367,2000,20,04,968761.1,COP,RE
0000001051,20220407,0000000196,1000,30,04,193532.15,EUR,CR
0000001052,20240712,0000000493,2000,10,04,937198.34,USD,RE
0000001053,20220815,0000000497,1000,20,04,964127.19,EUR,RE
0000001054,20230406,0000000050,1000,10,01,190651.45,USD,CR
0000001055,20220209,0000000100,2000,10,02,79859.26,EUR,CR
0000001056,20200226,0000000289,1000,10,04,417796.55,USD,ZOR
0000001057,20220828,0000000112,1000,10,02,471414.05,USD,ZOR
0000001058,20210313,0000000447,1000,10,04,71285.97,USD,ZOR
0000001059,20210319,0000000448,1000,10,04,586016.8,COP,CR
0000001060,20230709,0000000098,2000,10,04,375350.51,COP,CR
0000001061,20240422,0000000153,1000,10,05,740807.22,COP,ZOR
0000001062,20201231,0000000053,1000,10,03,824616.94,COP,CR
0000001063,20230811,0000000146,2000,30,04,618735.94,USD,OR
0000001064,20210608,0000000280,1000,10,02,633123.62,USD,RE
0000001065,20240909,0000000277,2000,30,05,470889.63,USD,ZOR
0000001066,20220206,0000000074,1000,10,01,987344.12,USD,RE
0000001067,20210924,0000000348,1000,20,01,993382.53,USD,RE
0000001068,20220929,0000000126,1000,30,04,784103.56,EUR,RE
0000001069,20220926,0000000058,1000,20,03,616017.15,EUR,RE
0000001070,20220222,0000000449,2000,20,02,354929.6,COP,CR
0000001071,20211009,0000000351,2000,20,04,5898.3,USD,OR
0000001072,20210123,0000000104,1000,20,01,419851.26,EUR,ZOR
0000001073,20241110,0000000117,1000,20,05,978195.84,COP,ZOR
0000001074,20240110,0000000417,1000,30,02,910465.58,USD,ZOR
0000001075,20210503,0000000131,1000,10,03,615385.33,USD,ZOR
0000001076,20241029,0000000201,2000,10,03,87806.47,COP,RE
0000001077,20240612,0000000430,2000,10,01,868017.31,COP,ZOR
0000001078,20221101,0000000241,1000,10,02,612276.3,COP,ZOR
0000001079,20240922,0000000057,1000,30,02,963038.84,USD,RE
0000001080,20200505,0000000189,1000,20,02,280062.97,USD,CR
0000001081,20211227,0000000363,1000,30,01,547794.21,EUR,OR
0000001082,20210703,0000000390,2000,20,01,913877.32,EUR,ZOR
0000001083,20220602,0000000407,1000,10,04,947368.79,COP,OR
0000001084,20211210,0000000305,2000,20,03,72768.99,EUR,OR
0000001085,20240114,0000000498,2000,10,04,419320.3,EUR,RE
0000001086,20221205,0000000074,1000,30,03,858953.49,COP,RE
0000001087,20241025,0000000068,1000,30,04,92322.93,EUR,ZOR
0000001088,20200628,0000000383,2000,20,02,222254.17,COP,ZOR
0000001089,20230717,0000000397,2000,20,04,961657.55,EUR,RE
0000001090,20210812,0000000318,1000,30,02,146561.03,EUR,OR
0000001091,20210120,0000000017,2000,20,02,891866.38,COP,OR
0000001092,20200701,0000000396,1000,20,05,763473.04,EUR,ZOR
0000001093,20220508,0000000290,2000,20,01,407591.15,COP,CR
0000001094,20201010,0000000040,1000,20,04,762671.56,EUR,ZOR
0000001095,20240220,0000000191,1000,30,05,162863.89,USD,CR
0000001096,20210517,0000000268,1000,20,04,600098.5,COP,CR
0000001097,20230515,0000000311,1000,20,03,367728.7,USD,ZOR
0000001098,20210511,0000000111,1000,30,01,369386.43,COP,ZOR
0000001099,20230821,0000000117,1000,10,01,40716.53,EUR,RE
0000001100,20230204,0000000323,1000,10,03,805259.02,COP,RE
0000001101,20240329,0000000406,1000,20,05,663248.19,COP,RE
0000001102,20240217,0000000199,1000,10,03,862603.36,USD,CR
0000001103,20210207,0000000289,1000,20,02,814426.15,USD,RE
0000001104,20220610,0000000161,2000,10,05,72778.57,COP,OR
0000001105,20230527,0000000151,1000,20,01,72255.72,USD,OR
0000001106,20241106,0000000157,1000,30,04,353476.63,COP,CR
0000001107,20210209,0000000125,1000,20,03,349840.71,EUR,RE
0000001108,20220426,0000000093,2000,20,04,474519.19,USD,CR
0000001109,20230206,0000000390,1000,10,01,638535.25,EUR,CR
0000001110,20220716,0000000455,1000,10,04,148814.68,USD,CR
0000001111,20231101,0000000270,1000,20,02,863294.3,COP,RE
0000001112,20211006,0000000034,2000,20,03,822776.8,EUR,ZOR
0000001113,20211102,0000000036,2000,30,05,763829.46,COP,CR
0000001114,20210419,0000000113,2000,10,02,114107.18,COP,ZOR
0000001115,20220919,0000000069,1000,30,05,522343.22,EUR,OR
0000001116,20210326,0000000357,2000,10,02,256407.59,EUR,OR
0000001117,20210206,0000000151,2000,30,02,622247.67,COP,CR
0000001118,20200904,0000000090,1000,30,02,31222.48,USD,OR
0000001119,20231002,0000000007,1000,20,02,225277.74,COP,RE
0000001120,20241013,0000000280,2000,20,03,278482.63,USD,ZOR
0000001121,20210209,0000000340,2000,20,05,539086.71,COP,RE
0000001122,20211122,0000000131,1000,10,03,468487.79,COP,RE
0000001123,20240416,0000000079,2000,20,05,230186.44,EUR,OR
0000001124,20240616,0000000102,1000,30,02,890065.72,USD,OR
0000001125,20230925,0000000086,1000,10,02,152501.51,COP,ZOR
0000001126,20221031,0000000213,1000,20,02,396022.58,USD,RE
0000001127,20220302,0000000028,1000,20,05,441459.11,EUR,ZOR
0000001128,20200510,0000000115,2000,20,01,307466.59,COP,OR
0000001129,20220926,0000000135,1000,10,01,835045.73,EUR,OR
0000001130,20221117,0000000341,1000,30,03,884238.58,COP,CR
0000001131,20230825,0000000116,1000,20,04,642165.5,COP,CR
0000001132,20200329,0000000486,1000,30,05,339170.4,USD,OR
0000001133,20230904,0000000498,2000,10,02,215200.1,USD,ZOR
0000001134,20220516,0000000100,2000,30,05,627589.58,EUR,ZOR
0000001135,20240524,0000000197,2000,30,01,137051.1,EUR,ZOR
0000001136,20241206,0000000235,2000,10,05,99430.85,USD,OR
0000001137,20211107,0000000070,1000,20,02,128608.21,EUR,CR
0000001138,20220101,0000000068,1000,10,01,952989.23,EUR,CR
0000001139,20211001,0000000377,2000,20,01,193775.94,COP,RE
0000001140,20200622,0000000266,1000,10,05,99451.27,EUR,CR
0000001141,20240403,0000000278,2000,10,04,181377.67,COP,CR
0000001142,20240619,0000000374,1000,10,05,96270.52,EUR,RE
0000001143,20221118,0000000232,2000,20,04,464940.76,COP,ZOR
0000001144,20241118,0000000298,1000,30,05,242914.08,COP,OR
0000001145,20200122,0000000485,2000,30,04,993692.7,USD,CR
0000001146,20210312,0000000045,2000,30,03,430158.33,COP,RE
0000001147,20230226,0000000339,1000,20,05,69734.96,EUR,OR
0000001148,20240603,0000000014,1000,10,01,235827.14,USD,CR
0000001149,20220815,0000000407,2000,30,01,634370.88,COP,CR
0000001150,20210415,0000000113,2000,20,05,610766.13,USD,OR
0000001151,20200524,0000000361,2000,30,05,721032.71,USD,RE
0000001152,20220825,0000000146,2000,30,04,521305.89,EUR,CR
0000001153,20231205,0000000117,1000,20,04,295569.64,USD,OR
0000001154,20210331,0000000276,2000,30,02,959680.53,COP,RE
0000001155,20240325,0000000053,2000,10,05,216135.59,EUR,ZOR
0000001156,20200612,0000000294,2000,30,05,967723.67,USD,OR
0000001157,20241202,0000000058,1000,10,04,364481.57,USD,RE
0000001158,20221022,0000000277,2000,30,02,34186.34,USD,CR
0000001159,20230912,0000000086,1000,30,03,152811.21,COP,OR
0000001160,20220324,0000000491,2000,30,03,581143.84,COP,ZOR
0000001161,20200601,0000000380,1000,10,05,900045.28,COP,OR
0000001162,20200714,0000000491,1000,20,03,403734.05,COP,OR
0000001163,20200430,0000000087,2000,10,05,794329.75,USD,OR
0000001164,20240615,0000000251,2000,10,02,227771.59,EUR,OR
0000001165,20240510,0000000038,1000,10,05,208466.75,EUR,ZOR
0000001166,20220420,0000000358,2000,10,01,750142.47,COP,RE
0000001167,20220227,0000000105,1000,20,01,817482.88,COP,OR
0000001168,20230530,0000000309,2000,30,02,734393.8,EUR,ZOR
0000001169,20210123,0000000444,1000,30,01,205043.27,USD,OR
0000001170,20201213,0000000278,2000,30,01,553561.34,EUR,OR
0000001171,20240814,0000000149,1000,10,03,927312.95,USD,RE
0000001172,20200201,0000000364,2000,30,05,294333.79,EUR,RE
0000001173,20240614,0000000450,2000,20,04,593375.85,EUR,ZOR
0000001174,20210314,0000000462,1000,20,03,280140.55,COP,ZOR
0000001175,20230729,0000000175,2000,20,02,301000.13,EUR,CR
0000001176,20220128,0000000215,2000,30,02,155184.1,COP,OR
0000001177,20201111,0000000417,2000,10,03,858221.54,COP,ZOR
0000001178,20230819,0000000217,1000,10,02,120732.91,USD,ZOR
0000001179,20210708,0000000391,1000,20,05,421218.61,USD,ZOR
0000001180,20230217,0000000145,1000,10,04,936459.92,USD,ZOR
0000001181,20230823,0000000413,2000,20,05,44258.84,USD,OR
0000001182,20220918,0000000211,1000,20,01,656988.46,USD,OR
0000001183,20200421,0000000336,2000,20,02,992379.36,USD,ZOR
0000001184,20231006,0000000236,2000,20,05,978564.13,COP,RE
0000001185,20200828,0000000023,1000,20,03,651005.59,EUR,CR
0000001186,20230219,0000000228,1000,10,05,394283.48,USD,RE
0000001187,20230924,0000000252,2000,20,02,882926.19,USD,OR
0000001188,20230921,0000000479,2000,30,04,43202.39,EUR,CR
0000001189,20241021,0000000292,2000,20,01,337428.77,USD,ZOR
0000001190,20210521,0000000406,1000,30,05,149365.06,USD,OR
0000001191,20210819,0000000233,2000,10,04,943698.34,USD,ZOR
0000001192,20201129,0000000286,2000,20,01,693216.22,USD,RE
0000001193,20210712,0000000191,1000,10,04,767844.92,USD,RE
0000001194,20221121,0000000111,1000,10,03,440517.22,EUR,RE
0000001195,20230731,0000000216,2000,20,02,705499.69,USD,CR
0000001196,20220618,0000000095,1000,10,05,327976.49,USD,RE
0000001197,20210327,0000000376,2000,20,03,583370.84,USD,RE
0000001198,20240409,0000000404,2000,30,01,693387.97,EUR,CR
0000001199,20240302,0000000466,2000,30,05,780427.6,EUR,RE
0000001200,20240916,0000000298,1000,20,05,485681.44,EUR,RE
0000001201,20220615,0000000360,2000,30,02,891895.44,EUR,RE
0000001202,20230214,0000000016,2000,10,02,336907.37,EUR,ZOR
0000001203,20240702,0000000469,2000,10,04,784869.39,USD,CR
0000001204,20240725,0000000287,1000,30,02,711024.12,USD,CR
0000001205,20220221,0000000214,1000,20,04,174405.69,EUR,ZOR
0000001206,20201206,0000000117,1000,30,02,604354.57,COP,ZOR
0000001207,20200214,0000000488,1000,20,03,31812.98,USD,OR
0000001208,20210801,0000000470,2000,20,01,986176.99,COP,ZOR
0000001209,20210411,0000000240,1000,10,03,458636.94,USD,OR
0000001210,20240724,0000000156,1000,10,03,400349.77,EUR,CR
0000001211,20231105,0000000338,1000,20,05,62265.59,COP,OR
0000001212,20200429,0000000015,2000,20,05,602691.76,EUR,RE
0000001213,20220315,0000000103,2000,20,03,382880.53,COP,OR
0000001214,20220312,0000000001,1000,20,03,982119.61,USD,ZOR
0000001215,20200827,0000000422,1000,30,01,505565.91,USD,CR
0000001216,20230513,0000000375,2000,30,01,355320.66,USD,RE
0000001217,20221124,0000000465,1000,20,05,845255.89,EUR,ZOR
0000001218,20241224,0000000095,1000,30,02,952084.61,COP,RE
0000001219,20240710,0000000385,1000,30,01,276821.67,USD,RE
0000001220,20200317,0000000393,2000,20,04,985279.85,COP,OR
0000001221,20201221,0000000276,2000,10,03,375110.8,EUR,CR
0000001222,20210626,0000000321,1000,30,04,411446.13,USD,ZOR
0000001223,20230812,0000000309,1000,10,02,975065.2,EUR,CR
0000001224,20230221,0000000077,2000,30,01,547414.66,EUR,CR
0000001225,20200221,0000000255,2000,20,02,906803.71,USD,OR
0000001226,20230430,0000000046,2000,20,03,640891.38,EUR,CR
0000001227,20210416,0000000424,1000,20,04,715217.4,EUR,RE
0000001228,20240618,0000000370,1000,10,01,166073.25,EUR,ZOR
0000001229,20230606,0000000337,2000,30,01,652572.79,COP,CR
0000001230,20220501,0000000272,2000,20,01,284387.06,COP,RE
0000001231,20210410,0000000168,2000,20,02,228749.15,USD,RE
0000001232,20201228,0000000353,1000,30,04,243015.44,USD,CR
0000001233,20231029,0000000383,1000,10,05,837027.76,USD,CR
0000001234,20200219,0000000229,2000,10,05,805847.56,COP,RE
0000001235,20200313,0000000165,2000,30,05,946581.03,USD,OR
0000001236,20231115,0000000469,2000,30,02,472690.51,USD,ZOR
0000001237,20220325,0000000027,2000,30,01,864984.7,EUR,RE
0000001238,20200404,0000000446,1000,20,01,587387.89,USD,CR
0000001239,20210330,0000000020,1000,30,04,292897.79,USD,OR
0000001240,20210724,0000000267,1000,20,05,192490.93,EUR,ZOR
0000001241,20200614,0000000455,2000,20,01,976417.5,USD,RE
0000001242,20210422,0000000110,2000,30,05,719726.17,USD,CR
0000001243,20230419,0000000078,2000,10,01,225841.61,EUR,RE
0000001244,20230513,0000000427,2000,20,04,528005.31,USD,ZOR
0000001245,20231208,0000000260,2000,30,02,931378.88,COP,OR
0000001246,20210909,0000000264,2000,20,02,142636.42,USD,OR
0000001247,20230828,0000000320,1000,20,05,624028.09,EUR,RE
0000001248,20200621,0000000050,2000,30,01,376510.84,EUR,RE
0000001249,20240320,0000000424,1000,10,01,390735.83,EUR,RE
0000001250,20220814,0000000358,1000,30,05,70901.18,COP,ZOR
0000001251,20240819,0000000340,1000,10,01,851340.54,EUR,OR
0000001252,20240824,0000000268,1000,30,01,735615.14,USD,CR
0000001253,20210729,0000000060,1000,30,02,582211.24,EUR,CR
0000001254,20200120,0000000379,2000,30,01,957400.27,EUR,OR
0000001255,20201221,0000000049,1000,20,04,66955.32,COP,ZOR
0000001256,20230506,0000000344,2000,30,03,915372.89,USD,RE
0000001257,20220919,0000000344,1000,20,05,540909.7,USD,RE
0000001258,20210711,0000000233,1000,30,03,98905.55,COP,ZOR
0000001259,20241022,0000000068,1000,30,04,627858.5,USD,RE
0000001260,20200112,0000000299,1000,20,01,104728.86,USD,OR
0000001261,20200108,0000000189,2000,20,01,400753.28,USD,RE
0000001262,20200903,0000000164,1000,10,04,800325.57,EUR,OR
0000001263,20240118,0000000158,1000,10,04,927508.45,COP,ZOR
0000001264,20210117,0000000241,1000,20,01,598212.26,COP,CR
0000001265,20220522,0000000024,1000,30,03,9758.49,EUR,CR
0000001266,20210428,0000000494,2000,20,05,978371.55,USD,RE
0000001267,20211129,0000000082,1000,10,01,819117.48,COP,ZOR
0000001268,20220517,0000000308,2000,20,01,531910.06,COP,OR
0000001269,20230116,0000000235,1000,20,01,547891.38,EUR,RE
0000001270,20200308,0000000397,1000,10,04,47245.72,USD,CR
0000001271,20210810,0000000022,1000,10,05,93275.03,COP,CR
0000001272,20200223,0000000099,1000,20,01,859658.79,USD,RE
